sciname,comname,category,value
Convolvulus sabatius,Blue Rock Bindweed,Plantae,1
Cophotis dumbara,Knuckles Pygmy Lizard,Reptilia,1
Coprinellus disseminatus,Trooping Crumble Cap,Fungi,1
Coprinopsis lagopus,hare's foot inkcap,Fungi,1
Copsychus malabaricus,White-rumped Shama,Aves,1
Coptaspis brevipennis,Sydney Woodland Katydid,Insecta,1
Coptaspis lateralis,Tasmanian Woodland Katydid,Insecta,1
Coracina lineata,Barred Cuckooshrike,Aves,1
Coracina striata,Bar-bellied Cuckooshrike,Aves,1
Corasoides australis,Typical Spiders,Arachnida,1
Cordia myxa,Assyrian Plum,Plantae,1
Cordia subcordata,Kerosene Tree,Plantae,1
Cordulephya pygmaea,Common Shutwing,Insecta,1
Corduliidae,Emerald Dragonflies,Insecta,1
Cordyline,Cabbage trees and relatives,Plantae,1
Corinnidae,Ground and Ant-mimic Sac Spiders,Arachnida,1
Cormobates leucophaea,Australasian Treecreepers,Aves,1
Cormocephalus nitidus,Red-leg Centipede,Animalia,1
Cornus,dogwoods,Plantae,1
Coronidium scorpioides,button everlasting,Plantae,1
Correa,Australian fuchsia,Plantae,1
Cortaderia selloana,Pampas Grass,Plantae,1
Cortinarius archeri,Webcaps,Fungi,1
Corvus corone,Carrion Crow,Aves,1
Corvus corone orientalis,Eastern Carrion Crow,Aves,1
Corvus coronoides,Australian Raven,Animalia,1
Corvus coronoides,Crows and Ravens,Aves,1
Corvus monedula,Eurasian Jackdaw,Aves,1
Corvus splendens protegatus,Colombo Crow,Aves,1
Corymbia aparrerinja,Ghost Gum,Plantae,1
Corypha umbraculifera,talipot palm,Plantae,1
Coryphistes ruricola,"Grasshoppers, Crickets, and Katydids",Insecta,1
Coscinium fenestratum,Yellow Vine,Plantae,1
Cosmophasis bitaeniata,Green Ant-hunter Spider,Arachnida,1
Cosmopolites sordidus,Snout and Bark Beetles,Insecta,1
Cosmos sulphureus,Yellow Cosmos,Plantae,1
Cotoneaster,Cotoneasters,Plantae,1
Cotoneaster glaucophyllus,Bright bead cotoneaster,Plantae,1
Cotoneaster pannosus,Bright bead cotoneaster,Plantae,1
Cotoneaster pannosus,silverleaf cotoneaster,Plantae,1
Cotula coronopifolia,Brass Buttons,Plantae,1
Cotyledon orbiculata,pig's ear,Plantae,1
Cracticus argenteus,Silver-backed Butcherbird,Aves,1
Cracticus nigrogularis,Butcherbirds,Aves,1
Craspedia,woollyheads,Plantae,1
Crassula,Stonecrops,Plantae,1
Crataegus,hawthorns,Plantae,1
Crematogaster,Cocktail Ants,Insecta,1
Crepidotus,Oysterlings,Fungi,1
Cressida cressida,Big Greasy,Insecta,1
Crinia georgiana,Frogs and Toads,Amphibia,1
Crinia tinnula,Australian Ground Frogs,Amphibia,1
Crinoidea,Sea Lilies,Animalia,1
Crocodylus porosus,Saltwater Crocodile,Reptilia,1
Crocosmia × crocosmiiflora,Montbretia,Plantae,1
Crocothemis erythraea,Broad Scarlet,Insecta,1
Crocothemis nigrifrons,Blue Skimmer,Insecta,1
Crocothemis servilia servilia,Dragonflies,Insecta,1
Crossopriza lyoni,Tailed Cellar Spider,Arachnida,1
Crotalaria verrucosa,Blue Rattlepod,Plantae,1
Crowea saligna,willow-leaved crowea,Plantae,1
Cryptachaea gigantipes,Spiders,Arachnida,1
Cryptachaea gigantipes,White porch spider,Arachnida,1
Cryptachaea veruculata,Arachnids,Arachnida,1
Cryptoblepharus australis,Shiny-palmed Shining-skink,Reptilia,1
Cryptoblepharus pulcher pulcher,Fence Skink,Reptilia,1
Cryptobothrus chrysophorus,Golden Bandwing,Insecta,1
Cryptolaemus montrouzieri,Lady Beetles,Insecta,1
Cryptolaemus montrouzieri,Mealybugs,Insecta,1
Cryptops,Cave Centipedes,Animalia,1
Cryptostegia grandiflora,Rubber Vine,Plantae,1
Ctenidae,Wandering Spiders,Arachnida,1
Ctenonomia,Combed-Sweat bees,Insecta,1
Ctenophorus modestus,Tawny Crevice-dragon,Reptilia,1
Ctenophorus pictus,Painted Dragon,Reptilia,1
Ctenoplusia limbirena,Scar bank gem,Insecta,1
Ctenotus australis,Western Limestone Ctenotus,Reptilia,1
Ctenotus labillardieri,Common South-west Ctenotus,Reptilia,1
Ctenotus spaldingi,Straight-browed Ctenotus,Reptilia,1
Ctenotus taeniolatus,Ctenotus Skinks,Reptilia,1
Cubaris marmorata,Woodlice and Pillbugs,Animalia,1
Cubozoa,Box Jellies,Animalia,1
Cucullia,Hooded Owlets,Insecta,1
Cuculus canorus,Common Cuckoo,Aves,1
Culex quinquefasciatus,Southern House Mosquito,Insecta,1
Culicicapa helianthea,Citrine Canary-Flycatcher,Aves,1
Culicinae,Culicine Mosquitoes,Insecta,1
Cullen tenax,Scurfpeas,Plantae,1
Cupha prosope,Butterflies and Moths,Insecta,1
Curculionoidea,Snout and Bark Beetles,Insecta,1
Cyanea annaskala,Lion's Mane Jellyfish,Animalia,1
Cyanistes caeruleus,Eurasian Blue Tit,Aves,1
Cyanocitta stelleri,Steller's Jay,Aves,1
Cyanoptila cyanomelana,Blue-and-white Flycatcher,Aves,1
Cyathodes glauca,Cheeseberry,Plantae,1
Cyathus striatus,fluted bird's nest fungus,Fungi,1
Cycadaceae,Cycad family,Plantae,1
Cycadales,Cycads,Plantae,1
Cycas circinalis,Queen sago,Plantae,1
Cycas rumphii,queen sago,Plantae,1
Cyclocephala,Masked Chafers,Insecta,1
Cycloctenidae,Cycloctenid Spiders,Arachnida,1
Cyclograpsus integer,Sandy-rubble Crab,Animalia,1
Cyclograpsus lavauxi,Smooth Shore Crab,Animalia,1
Cyclosa fuliginata,Sooty Orbweaver,Animalia,1
Cyclosa fuliginata,Sooty Orbweaver,Arachnida,1
Cyclosa trilobata,Three-lobed Spider,Arachnida,1
Cydalima perspectalis,Box Tree Moth,Insecta,1
Cygnus columbianus,Tundra Swan,Aves,1
Cylindropuntia imbricata spinosior,walkingstick cactus,Plantae,1
Cymbacha ocellata,Common Cymbacha,Arachnida,1
Cymbidium madidum,Arrowroot Orchid,Plantae,1
Cymbidium madidum,orchids,Plantae,1
Cymbidium suave,Snake Orchid,Plantae,1
Cymbirhynchus macrorhynchos,Black-and-red Broadbill,Aves,1
Cymbopogon refractus,barbwire grass,Plantae,1
Cynipini,Oak Gall Wasps,Insecta,1
Cynodon dactylon,Bermuda grass,Plantae,1
Cyornis lemprieri,Palawan Blue Flycatcher,Aves,1
Cyornis turcosus,Malaysian Blue Flycatcher,Aves,1
Cyperaceae,sedges,Plantae,1
Cyperus alternifolius flabelliformis,Umbrella papyrus,Plantae,1
Cyperus gymnocaulos,Spiny Sedge,Plantae,1
Cyperus papyrus,Papyrus sedge,Plantae,1
Cyperus vaginatus,Stiff-leaved Flat-sedge,Plantae,1
Cypriniformes,"Minnows, Suckers, Carps, and Loaches",Actinopterygii,1
Cyprinus rubrofuscus,Amur Carp,Actinopterygii,1
Cyptotrama asprata,Golden-scruffy Collybia,Fungi,1
Cyrestis maenalis,Common Mapwing,Insecta,1
Cyrtobagous salviniae,Kariba Weed Biocontrol Weevil,Insecta,1
Cyrtodactylus yakhuna,Sri Lankan Blotched Bent-toed Gecko,Reptilia,1
Cyrtophora,Tentweb Weavers,Arachnida,1
Cyrtophora exanthematica,Pan-web Orbweaver,Arachnida,1
Cyrtophora moluccensis,Spiders,Arachnida,1
Cyrtophora moluccensis,Typical Spiders,Arachnida,1
Cystosoma saundersii,Bladder Cicada,Insecta,1
Cystosoma schmeltzi,Lesser Bladder Cicada,Insecta,1
Cyttaria gunnii,beech orange,Fungi,1
Dacelo,Kookaburras,Aves,1
Daimio tethys,White-banded Flat,Insecta,1
Dalbergia sissoo,Indian Rosewood,Plantae,1
Daldinia concentrica,King Alfred's Cakes,Fungi,1
Danaus plexippus,Brush-footed Butterflies,Insecta,1
Danaus plexippus,Butterflies and Moths,Insecta,1
Daphoenositta chrysoptera,Varied Sittella,Aves,1
Darwinia fascicularis,clustered darwinia,Plantae,1
Dasygaster padockina,Tasmanian Cutworm,Insecta,1
Dasylophus cumingi,Scale-feathered Malkoha,Aves,1
Dasypogon hookeri,Pineapple Bush,Plantae,1
Dasyurinae,Marsupial Mice and Cats,Mammalia,1
Dasyurus hallucatus,Northern Quoll,Mammalia,1
Datura,devil's trumpets,Plantae,1
Datura stramonium,jimsonweed,Plantae,1
Daviesia decurrens,Prickly Bitter-pea,Plantae,1
Davusia glabra,Shiny Bait Crab,Animalia,1
Deconica coprophila,dung-loving Deconica,Fungi,1
Deilephila porcellus,Small Elephant Hawkmoth,Insecta,1
Deinopis subrufa,Rufous Net-casting Spider,Arachnida,1
Delairea odorata,Cape-ivy,Plantae,1
Delias pasithoe,Red-based Jezebel,Insecta,1
Delphinapterus leucas,Beluga,Mammalia,1
Delphinus delphis,Short-beaked Common Dolphin,Mammalia,1
Delta campaniforme,Yellow-and-black Potter Wasp,Insecta,1
Delta latreillei,Potter and Mason Wasps,Insecta,1
Delta pyriforme,Black Potter Wasp,Insecta,1
Dendrelaphis schokari,Schokar's bronzeback,Reptilia,1
Dendrocopos leucotos,White-backed Woodpecker,Aves,1
Dendrodoris nigra,Black Dendrodoris Nudibranch,Mollusca,1
Dendrophthoe vitellina,Long-flower Mistletoe,Plantae,1
Dennstaedtiaceae,bracken family,Plantae,1
Dermestidae,Skin Beetles,Insecta,1
Dermolepida albohirtum,Greyback Cane Beetle,Insecta,1
Deroceras,Smooth Land Slugs,Mollusca,1
Deroceras laeve,Meadow Slug,Mollusca,1
Deroceras reticulatum,Milky Slug,Animalia,1
Desertaria,Ungee-gungees,Insecta,1
Desidae,Intertidal Spiders,Arachnida,1
Desmodium triflorum,creeping tick trefoil,Plantae,1
Desudaba psittacus,"Cicadas, Hoppers, and Spittlebugs",Insecta,1
Diadumene lineata,Striped Green Sea Anemone,Animalia,1
Diaea,Flower Spiders,Arachnida,1
Diagramma pictum,Painted Sweetlips,Actinopterygii,1
Diamma bicolor,"Ants, Bees, Wasps, and Sawflies",Insecta,1
Dianella brevicaulis,Coast Flax-Lily,Plantae,1
Dianthus,carnations,Plantae,1
Diaspididae,Armored Scale Insects,Insecta,1
Dicaeum erythrorhynchos,Loten's Sunbird,Aves,1
Dicaeum trigonostigma,Orange-bellied Flowerpecker,Aves,1
Diceros bicornis,Black Rhinoceros,Mammalia,1
Dichrostachys cinerea,aroma,Plantae,1
Dicranopteris linearis,false staghorn fern,Plantae,1
Dicrurus,Drongos,Aves,1
Dicrurus balicassius,Balicassiao,Aves,1
Dictyopharidae,Dictyopharid Planthoppers,Insecta,1
Diemeniana hirsuta,black twanger cicada,Insecta,1
Dietes,Fortnight Lilies,Plantae,1
Dietes grandiflora,Fortnight Lily,Plantae,1
Dietes iridioides,African Iris,Plantae,1
Digitonthophagus gazella,Gazelle Scarab,Insecta,1
Dindymus versicolor,True Bugs,Insecta,1
Dinomyrmex gigas borneensis,Giant Forest Ant,Insecta,1
Diodon hystrix,Spotted Porcupinefish,Actinopterygii,1
Diomus notescens,Minute two-spotted ladybird,Insecta,1
Diphlebia euphoeoides,Rockmasters,Insecta,1
Diplacodes haematodes,Skimmers,Insecta,1
Diplacodes trivialis,Dragonflies,Insecta,1
Diplopseustis perieresalis,Eastern black tabby,Insecta,1
Dipodium,Hyacinth Orchids,Plantae,1
Dipodium variegatum,Hyacinth Orchids,Plantae,1
Dissomorphia australiaria,Dashed Geometrid,Insecta,1
Distimake quinquefolius,Rock Rosemary,Plantae,1
Divalucina cumingi,Lace Cockle,Mollusca,1
Dodecatheon,shooting stars,Plantae,1
Dodonaea triquetra,Common Hop Bush,Plantae,1
Dodonaea viscosa,broad leaf hopbush,Plantae,1
Dolabella auricularia,Blunt-end Seahare,Mollusca,1
Dolomedes tenebrosus,Dark Fishing Spider,Arachnida,1
Doodia aspera,Prickly Rasp fern,Plantae,1
Dophla evelina,Redspot Duke,Insecta,1
Doratifera casta,Butterflies and Moths,Insecta,1
Doratifera quadriguttata,Butterflies and Moths,Insecta,1
Doratifera vulnerans,Mottled Cup Moth,Insecta,1
Dosinia anus,Coarse Dosinia,Mollusca,1
Dotillidae,Sand Bubbler Crabs and Allies,Animalia,1
Dovyalis caffra,Umkokola,Plantae,1
Dracaena,Dragon Trees,Plantae,1
Dracaena surculosa,Gold-dust Dracaena,Plantae,1
Drosera burmanni,tropical sundew,Plantae,1
Drosera indica,Indian Sundew,Plantae,1
Drosera pallida,Pale Rainbow,Plantae,1
Drosera praefolia,early sundew,Plantae,1
Drosera pygmaea,pygmy sundew,Plantae,1
Droseraceae,Sundew Family,Plantae,1
Drosophila,Small Fruit Flies,Insecta,1
Drymaplaneta heydeniana,Golden Cockroach,Insecta,1
Drymaplaneta semivitta,Cockroaches and Termites,Insecta,1
Drymaplaneta semivitta,Gisborne Cockroach,Animalia,1
Drymaria cordata,whitesnow,Plantae,1
Drynaria,Basket Ferns,Plantae,1
Drynaria quercifolia,Oakleaf fern,Plantae,1
Dryocampa rubicunda,Rosy Maple Moth,Insecta,1
Dryocopus lineatus,Lineated Woodpecker,Aves,1
Dryocopus pileatus,Pileated Woodpecker,Aves,1
Dryopteridaceae,shieldfern family,Plantae,1
Durvillaea potatorum,Australian Bull Kelp,Chromista,1
Duttaphrynus melanostictus,True Toads,Amphibia,1
Duttaphrynus scaber,Schneider's Toad,Amphibia,1
Dysdera crocata,Typical Spiders,Arachnida,1
Dysdercus cingulatus,Indian Cotton Stainer,Insecta,1
Dysdercus koenigii,Red Cotton Stainer,Insecta,1
Dysphania pumilio,Clammy goosefoot,Plantae,1
Echidna nebulosa,Snowflake Moray,Actinopterygii,1
Echinocardium cordatum,Sea Potato,Animalia,1
Echinochloa crus-pavonis,Gulf cockspur,Plantae,1
Echinodermata,Echinoderms,Animalia,1
Echinometra lucunter,Atlantic Rock-boring Urchin,Animalia,1
Echinometra mathaei,Indo-Pacific Rock-boring Urchin,Animalia,1
Echinops echinatus,Indian Globe Thistle,Plantae,1
Echinops exaltatus,Tall Globe-thistle,Plantae,1
Echinozoa,sea urchins and sea cucumbers,Animalia,1
Echis carinatus,Saw-scaled Viper,Reptilia,1
Echium,Viper's-buglosses,Plantae,1
Echium plantagineum,Purple viper's-bugloss,Plantae,1
Echthromorpha intricatoria,"Ants, Bees, Wasps, and Sawflies",Insecta,1
Eclipta prostrata,false daisy,Plantae,1
Ectomocoris truculentus,Corsair Bugs,Insecta,1
Ectrichodiinae,Millipede Assassin Bugs,Insecta,1
Ectropis bhurmitra,Burmese Engrailed Moth,Insecta,1
Egernia cunninghami,Skinks,Reptilia,1
Egernia saxatilis,Black Rock Skink,Reptilia,1
Egernia saxatilis intermedia,Black Rock Skink,Reptilia,1
Egernia saxatilis intermedia,Skinks,Reptilia,1
Egernia striolata,Tree Skink,Animalia,1
Egernia striolata,Tree Skink,Reptilia,1
Egretta,Typical Egrets,Aves,1
Egretta sacra sacra,Pacific Reef Heron,Aves,1
Ehretia microphylla,Fukien tea tree,Plantae,1
Elaeocarpus grandis,Blue Fig,Plantae,1
Elaeocarpus reticulatus,Blueberry ash,Plantae,1
Elapidae,Elapid Snakes,Reptilia,1
Elephas maximus borneensis,Bornean Elephant,Mammalia,1
Elettaria cardamomum,Green Cardamom,Plantae,1
Ellatrivia merces,Common Southern Bean Cowry,Mollusca,1
Emberiza fucata,Chestnut-eared Bunting,Aves,1
Emberiza personata,Black-faced Bunting (personata),Aves,1
Embiidina,Webspinners,Insecta,1
Emblema pictum,Painted Finch,Aves,1
Emydura macquarii,Eastern Saw-shelled Turtle,Reptilia,1
Emydura macquarii,Turtles and Tortoises,Reptilia,1
Emydura macquarii krefftii,Macquarie Turtle,Reptilia,1
Emydura macquarii macquarii,Murray Turtle,Reptilia,1
Endomychidae,Handsome Fungus Beetles,Insecta,1
Endoxyla cinereus,Giant Wood Moth,Insecta,1
Endrosis sarcitrella,White-shouldered House Moth,Insecta,1
Engaeus,Burrowing Crayfishes,Animalia,1
Eolophus roseicapilla roseicapilla,Galah,Aves,1
Eolophus roseicapilla roseicapilla,Western Galah,Aves,1
Eophona personata,Japanese Grosbeak,Aves,1
Eopsaltria griseogularis,Western Yellow Robin,Aves,1
Epacris pulchella,New South Wales Coral Heath,Plantae,1
Ephemera,Green Drakes,Insecta,1
Ephemeridae,Burrowing Mayflies,Insecta,1
Epidendrum radicans,Fire-star orchid,Plantae,1
Epidesmia tricolor,Butterflies and Moths,Insecta,1
Epilachna,Epilachna Lady Beetles,Insecta,1
Epilobium ciliatum,fringed willowherb,Plantae,1
Epilobium pallidiflorum,Swamp Willowherb,Plantae,1
Epinephelus coioides,Goldspotted Rockcod,Actinopterygii,1
Epipremnum pinnatum,Golden Pothos Vine,Plantae,1
Epyaxa subidaria,Subidaria Moth,Insecta,1
Equidae,Equines,Mammalia,1
Equus asinus,Donkey,Mammalia,1
Equus caballus,Domestic Horse,Animalia,1
Eratigena duellica,Giant House Spider,Arachnida,1
Eremophila,Emu Bush,Plantae,1
Eremophila debilis,Winter Apple,Plantae,1
Eremophila maculata,spotted emu bush,Plantae,1
Erethizon dorsatum,North American Porcupine,Mammalia,1
Eretmochelys imbricata,Hawksbill Sea Turtle,Reptilia,1
Erigeron karvinskianus,Santa Barbara daisy,Plantae,1
Erigeron sumatrensis,tropical horseweed,Plantae,1
Eriobotrya japonica,Loquat,Plantae,1
Eriocapitella tomentosa,Hardy Grape Leaf Anemone,Plantae,1
Eriocaulaceae,pipeworts,Plantae,1
Erionota torus,Rounded Palm-redeye,Insecta,1
Eriophora pustulosa,Knobbled Orbweaver,Animalia,1
Eriophora transmarina,Australian Garden Orbweaver,Animalia,1
Eriosomatinae,Woolly Aphids and Gall-making Aphids,Insecta,1
Eristalinae,Drone Flies,Insecta,1
Eristalini,Rat-tail Maggot Flies,Insecta,1
Eristalinus punctulatus,Native Drone Fly,Insecta,1
Eristalis cerealis,Rat-tail Maggot Flies,Insecta,1
Eristalis tenax,Drone Flies,Insecta,1
Eristalis tenax,Flies,Insecta,1
Erronea errones,Erroneous Cowry,Mollusca,1
Erysichton lineata,Hairy Line Blue,Insecta,1
Erythemis simplicicollis,Eastern Pondhawk,Insecta,1
Erythrina,Coral trees,Plantae,1
Erythrina crista-galli,Cockspur coral tree,Plantae,1
Erythroxylum,coca trees,Plantae,1
Erythrura gouldiae,Gouldian Finch,Aves,1
Eryx johnii,Red Sand Boa,Reptilia,1
Ethmostigmus rubripes,Arthropods,Animalia,1
Etroplus suratensis,Green Chromide,Actinopterygii,1
Eubalichthys mosaicus,Mosaic Leatherjacket,Actinopterygii,1
Eucalyptus,gum trees,Plantae,1
Eucalyptus baxteri,Brown Stringybark,Plantae,1
Eucalyptus blakelyi,Blakely's red gum,Plantae,1
Eucalyptus camaldulensis camaldulensis,Murray red gum,Plantae,1
Eucalyptus cinerea,Silver dollar gum,Plantae,1
Eucalyptus cypellocarpa,mountain grey gum,Plantae,1
Eucalyptus globulus,Tasmanian blue gum,Plantae,1
Eucalyptus grandis,Flooded Gum,Plantae,1
Eucalyptus jacksonii,Red Tingle,Plantae,1
Eucalyptus lehmannii,Bushy Yate,Plantae,1
Eucalyptus mannifera,Mottled Gum,Plantae,1
Eucalyptus marginata,Jarrah,Plantae,1
Eucalyptus microcorys,Tallowwood,Plantae,1
Eucalyptus obliqua,Brown-top Stringybark,Plantae,1
Eucalyptus paniculata,Grey Ironbark,Plantae,1
Eucalyptus pauciflora,Snow Gum,Plantae,1
Eucalyptus viminalis viminalis,Manna gum,Plantae,1
Eucalyptus woodwardii,lemon-flowered mallee,Plantae,1
Eucera sociabilis,Sociable Longhorn,Insecta,1
Euchiton,Cudweed,Plantae,1
Euchrysops cnejus cnejus,Gram Blue,Insecta,1
Euconocephalus,Euconocephalus Katydids,Insecta,1
Euconocephalus broughtoni,Broughton's Snout-nose,Insecta,1
Eudesmeola lawsoni,Lawson's Night Moth,Insecta,1
Eudocima materna,Dot-underwing Moth,Insecta,1
Eudocima phalonia,Common Fruit-Piercing Moth,Insecta,1
Eudocimus ruber,Scarlet Ibis,Aves,1
Eudynamys scolopaceus,Asian Koel,Animalia,1
Eudyptes pachyrhynchus,Fiordland Penguin,Aves,1
Eudyptula minor novaehollandiae,Australian Little Penguin,Aves,1
Eugenia uniflora,Surinam Cherry,Plantae,1
Eulamprus quoyii,Water Skinks,Reptilia,1
Eulamprus tympanum tympanum,Lizards,Reptilia,1
Eulamprus tympanum tympanum,Skinks,Reptilia,1
Eumarcia fumigata,Smoke cockle,Mollusca,1
Eumastacoidea,Eumastacoid Stick Grasshoppers,Insecta,1
Eumenes simplicilamellatus,Potter and Mason Wasps,Insecta,1
Eumorphus quadriguttatus pulchripes,Handsome Fungus Beetles,Insecta,1
Eumyias indigo,Indigo Flycatcher,Aves,1
Eumyias sordidus,Dull-blue Flycatcher,Aves,1
Euonymus fortunei,fortune's spindle,Plantae,1
Euphaea splendens,Damselflies,Insecta,1
Euphlyctis hexadactyla,Indian Five-fingered Frog,Amphibia,1
Euphorbia antiquorum,antique spurge,Plantae,1
Euphorbia characias,Mediterranean spurge,Plantae,1
Euphorbia maculata,spotted spurge,Plantae,1
Euphorbia pulcherrima,Poinsettia,Plantae,1
Euphorbia serpens,Matted Sandmat,Plantae,1
Euphorbia tirucalli,Mistletoe Cactus,Plantae,1
Euplectes orix,Southern Red Bishop,Aves,1
Euploea climena,Climena Crow,Insecta,1
Euploea core,Crow Butterflies,Insecta,1
Euploea core,Milkweed Butterflies,Insecta,1
Euploea core corinna,Common Crow Butterfly,Insecta,1
Euploea core corinna,Crow Butterflies,Insecta,1
Euploea darchia,Crow Butterflies,Insecta,1
Euploea tulliolus,Butterflies and Moths,Insecta,1
Euproctis melanosoma,Black-bodied Browntail Moth,Insecta,1
Euptoieta claudia,Variegated Fritillary,Insecta,1
Eurema herla,Macleay's Grass Yellow,Insecta,1
Eurema laeta,Spotless Grass Yellow,Insecta,1
Eurema smilax,Small Grass-yellow,Insecta,1
Eurychora,Dirttoks,Insecta,1
Euryopis splendens,Splendid Tick Spider,Arachnida,1
Eurytides marcellus,Zebra Swallowtail,Insecta,1
Euthalia,Baron and Duke Butterflies,Insecta,1
Euthyneura,Euthyneuran Gastropods,Mollusca,1
Euthynnus affinis,Mackerel Tuna,Actinopterygii,1
Eutrigla gurnardus,Grey Gurnard,Actinopterygii,1
Eutropis carinata,Keeled Indian Mabuya,Reptilia,1
Eutropis madaraszi,Sri Lanka Bronze Skink,Reptilia,1
Eutropis rudis,Rough Mabuya,Reptilia,1
Evechinus chloroticus,Kina,Animalia,1
Everes lacturnus rileyi,Indian Cupid,Insecta,1
Exaireta spinigera,Soldier Flies,Insecta,1
Excoecaria agallocha,milky mangrove,Plantae,1
Exoneura bicolor,Bicoloured Reed Bee,Insecta,1
Fabales,"legumes, milkworts, and allies",Plantae,1
Falco,Typical Falcons,Aves,1
Falco subbuteo,Eurasian Hobby,Aves,1
Favolaschia manipularis,Fungi Including Lichens,Fungi,1
Felis chaus,Jungle Cat,Mammalia,1
