sciname,comname,category,value
Apium prostratum,Shore Celery,Plantae,1
Aplonis panayensis,Asian Glossy Starling,Aves,1
Aplysia argus,White-speckled Seahare,Mollusca,1
Aplysia extraordinaria,Giant Seahare,Mollusca,1
Apocynaceae,dogbane family,Plantae,1
Apodasmia similis,Jointed rush,Plantae,1
Apodemus sylvaticus,European Wood Mouse,Mammalia,1
Aporrectodea caliginosa,Grey Worm,Animalia,1
Appias libythea,Striped Albatross,Insecta,1
Appias libythea olferna,Striped Albatross,Insecta,1
Appias lyncida,Chocolate Albatross,Insecta,1
Appias paulina,Butterflies and Moths,Insecta,1
Appias paulina,Common Albatross,Insecta,1
Aprasia parapulchella,Granite Worm-lizard,Reptilia,1
Apricia jovialis,Jumping Spiders,Arachnida,1
Apteryx australis lawryi,Stewart Island Brown Kiwi,Aves,1
Apus pacificus,Pacific Swift,Aves,1
Aquifoliaceae,holly family,Plantae,1
Ara ararauna,Blue-and-yellow Macaw,Aves,1
Aracana aurita,Shaw's Cowfish,Actinopterygii,1
Arachnocampa luminosa,New Zealand Glowworm,Insecta,1
Arachnothryx leucophylla,Panama Rose,Plantae,1
Arachnura,Scorpion-tailed Spiders,Arachnida,1
Arachnura feredayi,Tailed forest spider,Arachnida,1
Arachnura higginsi,Scorpion-tailed Spider,Arachnida,1
Arachnura higginsi,Spiders,Arachnida,1
Araneus circulissparsus,Crab Spiders,Arachnida,1
Araneus diadematus,Cross Orbweaver,Arachnida,1
Araneus talipedatus,Spiders,Arachnida,1
Araucariaceae,araucarians,Plantae,1
Archaeosynthemis orientalis,Eastern Brown Tigertail,Insecta,1
Archimantis sobrina,Australian Grass Mantises,Insecta,1
Archontophoenix alexandrae,Alexandra Palm,Plantae,1
Arctiini,Tiger Moths,Insecta,1
Arctocephalus pusillus doriferus,Australian Fur Seal,Mammalia,1
Arctocephalus pusillus doriferus,Eared Seals,Mammalia,1
Ardea herodias,Great Blue Heron,Aves,1
Ardea sumatrana,Typical Herons and Egrets,Aves,1
Ardeinae,Typical Herons and Egrets,Aves,1
Ardenna carneipes,Flesh-footed Shearwater,Aves,1
Ardeotis australis,Australian Bustard,Aves,1
Ardisia elliptica,shoebutton Ardisia,Plantae,1
Areca catechu,Areca Palm,Plantae,1
Arecales,"palms, bullanocks, and allies",Plantae,1
Arenicola marina,Lugworm,Animalia,1
Arenopsaltria fullo,Western Sandgrinder,Insecta,1
Argemone,prickly poppies,Plantae,1
Argiolestidae,Flatwings,Insecta,1
Argiope aemula,Oval Saint Andrew's Cross Spider,Arachnida,1
Argiope aetherea,Garden Orbweavers,Arachnida,1
Argiope keyserlingi,Arachnids,Arachnida,1
Argiope keyserlingi,Orbweavers,Arachnida,1
Argiope protensa,Araneoid Spiders,Arachnida,1
Argiope protensa,Tailed Forest Spider,Arachnida,1
Argiope protensa,Typical Spiders,Arachnida,1
Argya affinis taprobanus,Sri Lanka Yellow-billed Babbler,Aves,1
Argya affinis taprobanus,Yellow-billed Babbler,Aves,1
Argya striata,Jungle Babbler,Aves,1
Argyrodes antipodianus,Arachnids,Arachnida,1
Argyrodes antipodianus,Dewdrop Spiders,Arachnida,1
Arhopala amantes,Large Oakblue,Insecta,1
Arhopala madytus,Bright Oak-blue,Insecta,1
Arhopalus ferus,Burnt pine longhorn,Insecta,1
Arilus cristatus,Wheel Bug,Insecta,1
Ariolimax columbianus,Pacific Banana Slug,Mollusca,1
Arion ater,Black Slug,Mollusca,1
Aristolochia acuminata,pipevines and birthworts,Plantae,1
Aristolochia littoralis,Calico-flower,Plantae,1
Arkys curtulus,Bird-dropping Arkys,Arachnida,1
Arkys walckenaeri,Common Triangular Spider,Arachnida,1
Armadillidium,Pill Bugs,Animalia,1
Arocatus rusticus,Swan plant seed bug,Insecta,1
Arothron nigropunctatus,Blackspotted Puffer,Actinopterygii,1
Artamidae,"Woodswallows, Butcherbirds, Currawongs, and Peltops",Aves,1
Artamus minor,Little Woodswallow,Aves,1
Arthrosphaeridae,Malagasy Indian Pill Millipedes,Animalia,1
Artoriopsis melissae,Wolf Spiders,Arachnida,1
Arum italicum,Italian arum,Plantae,1
Ascomycota,Ascomycete Fungi,Fungi,1
Asianopis subrufa,Entelegyne Spiders,Arachnida,1
Asianopis subrufa,Typical Spiders,Arachnida,1
Asimina,pawpaws,Plantae,1
Asparagus asparagoides,Cape Smilax,Plantae,1
Asphodelaceae,asphodels,Plantae,1
Aspidimorpha miliaris,Spotted Tortoise Beetle,Insecta,1
Aspidura guentheri,Günther's Rough-sided Snake,Reptilia,1
Asplenium australasicum,Bird's nest fern,Plantae,1
Astacidea,Crayfishes and Lobsters,Animalia,1
Astereae,asters and allies,Plantae,1
Astia hariola,Jumping Spiders,Arachnida,1
Astroloma humifusum,Cranberry Heath,Plantae,1
Astropecten polyacanthus,Indo-Pacific Comb Star,Animalia,1
Athene cunicularia floridana,Florida Burrowing Owl,Aves,1
Atherinidae,Old World Silversides,Actinopterygii,1
Athoracophorus papillatus,Leaf-veined Slugs,Mollusca,1
Athyrium filix-femina,lady fern,Plantae,1
Atractomorpha similis,"Grasshoppers, Crickets, and Katydids",Insecta,1
Atrapsalta,Bark Squeakers and allies,Insecta,1
Atrax robustus,Sydney Funnel-web Spider,Arachnida,1
Atretium schistosum,Split Keelback,Reptilia,1
Atriplex,Saltbushes,Plantae,1
Atriplex cinerea,Grey Saltbush,Plantae,1
Atriplex semibaccata,berry saltbush,Plantae,1
Attagenus fasciatus,Banded Black Carpet Beetle,Insecta,1
Aulacidae,Aulacid Wasps,Insecta,1
Aularches miliaris,Grasshoppers,Insecta,1
Aurelia aurita,Moon Jelly,Animalia,1
Auscala spinosa,Creaking Branch Cicada,Insecta,1
Austracantha minax,Arachnids,Arachnida,1
Austracris proxima,Confusing Spur-throated Locust,Insecta,1
Austracris proxima,"Grasshoppers, Crickets, and Katydids",Animalia,1
Australaria australasia,Australian Horse Conch,Mollusca,1
Austroaeschna multipunctata,Multi-spotted Darner,Insecta,1
Austroagrion cyane,Southwestern Billabongfly,Insecta,1
Austroboletus niveus,Snowy Bolete,Fungi,1
Austrocochlea porcata,Molluscs,Mollusca,1
Austroderia splendens,coastal toetoe,Plantae,1
Austrogomphus australis,Hunters,Insecta,1
Austrogomphus ochraceus,Jade Hunter,Insecta,1
Austrolestes,Ringtails,Insecta,1
Austrolestes colensonis,Blue Damselfly,Insecta,1
Austrolestes leda,Wandering Ringtail,Insecta,1
Austropuccinia psidii,Myrtle Rust,Fungi,1
Austrosalomona destructor,"Grasshoppers, Crickets, and Katydids",Insecta,1
Austrosciapus,Long-legged Flies,Insecta,1
Austrosciapus connexus,Green Long-legged Fly,Animalia,1
Austrosciapus connexus,Green Long-legged Fly,Insecta,1
Austroscolia soror,Scoliid Wasps,Insecta,1
Austrostipa,rough speargrass,Plantae,1
Austrostipa,tall speargrass,Plantae,1
Avena barbata,slender wild oat,Plantae,1
Averrhoa bilimbi,Bilimbi,Plantae,1
Avicennia marina australasica,Manawa,Plantae,1
Axonopus compressus,broadleaf carpetgrass,Plantae,1
Azolla pinnata,ferny azolla,Plantae,1
Azolla rubra,Red Azolla,Plantae,1
Badamia exclamationis,Brown Awl,Insecta,1
Badumna insignis,Arachnids,Arachnida,1
Badumna longinqua,Grey House Spider,Arachnida,1
Baetidae,Small Mayflies,Insecta,1
Balanomorpha,Symmetrical Sessile Barnacles,Animalia,1
Bambusa vulgaris,golden bamboo,Plantae,1
Banasa dimidiata,Green Burgundy Stink Bug,Insecta,1
Banksia ilicifolia,Holly-Leaved Banksia,Plantae,1
Banksia oblongifolia,Rusty Banksia,Plantae,1
Banksia spinulosa collina,Hill Banksia,Plantae,1
Barbourula busuangensis,Philippine Flat-headed Frog,Amphibia,1
Baridinae,Flower Weevils,Insecta,1
Barleria cristata,Philippine violet,Plantae,1
Barnardius zonarius semitorquatus,Australian Ringneck,Aves,1
Bathilda ruficauda,Star Finch,Aves,1
Bathrus variegatus,Zebra Shield Bug,Insecta,1
Batocera numitor,Mango-tree Longicorn Borer,Insecta,1
Batocera rufomaculata,Mango Stem Borer,Insecta,1
Bauera rubioides,River Rose,Plantae,1
Bauhinia purpurea,Orchid Tree,Plantae,1
Bauhinia variegata,Orchid tree,Plantae,1
Bavia aericeps,Jumping Spiders,Arachnida,1
Bdelloidea,Bdelloid Mites,Arachnida,1
Begonia cucullata,Wax begonia,Plantae,1
Belenois aurota,Pioneer White,Insecta,1
Belidae,Cycad Weevils,Insecta,1
Belostomatidae,Giant Water Bugs,Insecta,1
Bembicium auratum,Gold-mouthed Conniwink,Mollusca,1
Berenicornis comatus,White-crowned Hornbill,Aves,1
Bermius odontocercus,"Grasshoppers, Crickets, and Katydids",Insecta,1
Betta,Betta Fishes,Actinopterygii,1
Betula pendula,silver birch,Plantae,1
Bibionidae,March Flies,Insecta,1
Bibionomorpha,Gnats and Allies,Insecta,1
Bidens alba,black-jack,Plantae,1
Bignoniaceae,bignonia family,Plantae,1
Billardiera fusiformis,Bluebell Creeper,Plantae,1
Biprorulus bibax,Spined citrus bug,Insecta,1
Birgus latro,Coconut Crab,Animalia,1
Birrima castanea,Red Tree-ticker,Insecta,1
Blaberidae,Giant Cockroaches,Insecta,1
Blackburniella intricata,Checkered Beetles,Insecta,1
Blattella germanica,German Cockroach,Insecta,1
Blechnaceae,Chain Fern Family,Plantae,1
Blepharotes splendidissimus,Giant Blue Robber Fly,Insecta,1
Bocchoris inspersalis,Dotted Sable,Insecta,1
Boerhavia diffusa,Wineflower,Plantae,1
Boerhavia dominii,Tah-vine,Plantae,1
Boiga barnesii,Barnes' Cat Snake,Reptilia,1
Boiga forsteni,Forsten's Cat Snake,Reptilia,1
Boiga irregularis,Animals,Reptilia,1
Bolboceratidae,Dor Beetles,Insecta,1
Boletellus emodensis,shaggy cap,Fungi,1
Boloria selene,Silver-bordered Fritillary,Insecta,1
Bombax ceiba,red silk cottontree,Plantae,1
Bombini,Bombine Bees,Insecta,1
Bombycoidea,"Hawk, Sphinx, Silk, Emperor, and Allied Moths",Insecta,1
Boraginaceae,borage family,Plantae,1
Borassus flabellifer,Asian Palmyra Palm,Plantae,1
Boreoides tasmaniensis,Tasmanian Wingless Soldier Fly,Insecta,1
Borrichia frutescens,sea ox-eye,Plantae,1
Bos,Cattle,Mammalia,1
Bostrichidae,Auger Beetles,Insecta,1
Botrylloides leachii,ladder ascidian,Animalia,1
Brachidontes rostratus,Beaked Mussel,Mollusca,1
Brachychiton acerifolius,Illawarra flame tree,Plantae,1
Brachychiton bidwillii,Dwarf kurrajong,Plantae,1
Brachychiton populneus,kurrajong,Plantae,1
Brachydiplax denticauda,Skimmers,Insecta,1
Brachymyrmex,Rover Ants,Insecta,1
Brachythemis contaminata,Ditch Jewel,Insecta,1
Brachyurophis australis,Australian Coral Snake,Reptilia,1
Branta canadensis maxima,Giant Canada Goose,Aves,1
Brassicales,"mustards, capers, and allies",Plantae,1
Brentidae,Straight-snouted Weevils,Insecta,1
Breynia androgyna,Sweet Leaf,Plantae,1
Breynia oblongifolia,flowering plants,Plantae,1
Bromeliaceae,bromeliads,Plantae,1
Bromocoris souefi,Stink Bugs,Insecta,1
Bromocoris souefi,True Bugs,Insecta,1
Bromus madritensis,Compact Brome,Plantae,1
Bruchinae,Pea and Bean Weevils,Insecta,1
Brugmansia,angel's trumpets,Plantae,1
Brunfelsia,raintrees,Plantae,1
Brunonia australis,blue pincushion,Plantae,1
Brunotartessus fulvus,Yellow-headed Leafhopper,Insecta,1
Buddleja,butterfly bushes and allies,Plantae,1
Buforania rufa,Rufous Toadhopper,Insecta,1
Bulla quoyii,Brown bubble shell,Mollusca,1
Bullina lineata,Red-lined Bubble Snail,Mollusca,1
Burramys parvus,Mountain Pygmy Possum,Mammalia,1
Butea monosperma,Flame Of The Forest,Plantae,1
Buteo,Buteos,Aves,1
Buteo buteo,Common Buzzard,Aves,1
Buteo nitidus,Gray-lined Hawk,Aves,1
Butorides virescens,Green Heron,Aves,1
Buxus,boxes,Plantae,1
Cacatua pastinator,Western Corella,Animalia,1
Cacatua pastinator,Western Corella,Aves,1
Cacatua sanguinea,Little Corella,Animalia,1
Cacatua sanguinea × eolophus roseicapilla,Little Corella × Galah,Aves,1
Cacatuidae,Cockatoos,Aves,1
Cacomantis flabelliformis,Fan-tailed Cuckoo,Aves,1
Cacomantis variolosus,Brush Cuckoo,Aves,1
Cacophis krefftii,Dwarf Crowned Snake,Animalia,1
Cactaceae,cactus family,Plantae,1
Caenoplana bicolor,two-tone planarian,Animalia,1
Caenoplana coerulea,Leeches,Animalia,1
Caiman crocodilus,Spectacled Caiman,Reptilia,1
Cairina moschata domestica,Domestic Muscovy Duck,Animalia,1
Cajanus,Cajanuses,Plantae,1
Caladium bicolor,Heart of Jesus,Plantae,1
Calanthe triplicata,Christmas Orchid,Plantae,1
Calappa,Typical Box Crabs,Animalia,1
Calcarifera ordinata,Slug Caterpillar Moths,Insecta,1
Calendula,marigolds,Plantae,1
Calidris alba,Sanderling,Aves,1
Calidris subminuta,Calidris Sandpipers,Aves,1
Calidris subminuta,Long-toed Stint,Aves,1
Calidris subruficollis,Buff-breasted Sandpiper,Aves,1
Caliroa cerasi,Cherry Slug Sawfly,Insecta,1
Caliroa cerasi,Winged and Once-winged Insects,Insecta,1
Callinectes sapidus,Atlantic Blue Crab,Animalia,1
Callipepla californica brunnescens,California Quail,Aves,1
Calliphora vicina,Blue Blowfly,Insecta,1
Calliptamus italicus,Italian locust,Insecta,1
Callirhipidae,Callirhipid Cedar Beetles,Insecta,1
Callirhipis,Leaf Rake-like Antennae Beetles,Insecta,1
Callisia fragrans,False Bromeliad Plant,Plantae,1
Callitris columellaris,white cypress-pine,Plantae,1
Callitris endlicheri,black cypress-pine,Plantae,1
Callitris rhomboidea,Oyster Bay cypress-pine,Plantae,1
Callopistromyia annulipes,Peacock Fly,Insecta,1
Callosciurus orestes,Borneo Black-banded Squirrel,Mammalia,1
Callosciurus prevostii,Prevost's Squirrel,Mammalia,1
Calocephalus lacteus,Milky Beauty-heads,Plantae,1
Calochlaena dubia,Common Ground Fern,Plantae,1
Calofulcinia paraoxypila,Moss Mantises,Insecta,1
Calosoma schayeri,Green Carab Beetle,Insecta,1
Calotropis,Giant Milkweeds,Plantae,1
Calotropis procera,giant milkweed,Plantae,1
Calvatia gigantea,giant puffball,Fungi,1
Calycopis cecrops,Red-banded Hairstreak,Insecta,1
Calypso bulbosa occidentalis,Western Fairy-slipper,Plantae,1
Calyptorhynchus banksii naso,Cockatoos,Aves,1
Calyptorhynchus funereus,Yellow-tailed Black-Cockatoo,Aves,1
Calyptorhynchus latirostris,Carnaby's Black-Cockatoo,Aves,1
Calyptra,Vampire Moths and Allies,Insecta,1
Calystegia sepium,hedge bindweed,Plantae,1
Calytrix tetragona,Fringe Myrtle,Plantae,1
Camelidae,Camelids,Mammalia,1
Camelini,Camels,Mammalia,1
Camellia,Camellias,Plantae,1
Camelus dromedarius,Dromedary Camel,Mammalia,1
Campanula rotundifolia,Harebell,Plantae,1
Camponotus compressus,Ants,Insecta,1
Camponotus nigriceps,Black-headed Sugar Ant,Insecta,1
Camponotus rufoglaucus,Ants,Insecta,1
Camponotus suffusus,Gold-tailed Sugar Ant,Insecta,1
Campsis,trumpet vines,Plantae,1
Candelaria concolor,Candleflame Lichen,Fungi,1
Candoia,Bevel-nosed Boas,Reptilia,1
Candovia peridromes,Sydney Stick Insect,Insecta,1
Canis aureus naria,Golden Jackal,Mammalia,1
Canna × generalis,Indian Shot,Plantae,1
Canna flaccida,Golden Canna,Plantae,1
Cantao parentum,Mallotus Harlequin Bug,Insecta,1
Cantao parentum,"Stink Bugs, Shield Bugs, and Allies",Insecta,1
Canthigaster cyanospilota,Pacific Crown Toby,Actinopterygii,1
Canthigaster valentini,Blacksaddle Toby,Actinopterygii,1
Capparaceae,caper family,Plantae,1
Capra hircus,Domestic Goat,Mammalia,1
Capra nubiana,Nubian Ibex,Mammalia,1
Capsicum annuum,chili pepper,Plantae,1
Capsicum pubescens,tree pepper,Plantae,1
Carabus blaptoides rugipennis,Snail-eating Beetle,Insecta,1
Cardiidae,Cockles,Mollusca,1
Carditidae,Carditids,Mollusca,1
Carduelis carduelis britannica,British Goldfinch,Aves,1
Caretta caretta,Loggerhead Sea Turtle,Reptilia,1
Carica papaya,Papaya,Plantae,1
Caridea,Caridean Shrimps,Animalia,1
Carinascincus metallicus,Metallic Cool-skink,Reptilia,1
Carinascincus ocellatus,Ocellated Cool-Skink,Reptilia,1
Carinascincus pretiosus,Tasmanian Tree Skink,Reptilia,1
Carissa spinarum,Bush Plum,Plantae,1
Carlia,four-fingered skinks,Reptilia,1
Carlia munda,Shaded-litter Rainbow-skink,Reptilia,1
Carpilius convexus,Convex Crab,Animalia,1
Carpobrotus glaucescens,sea figs,Plantae,1
Carpodacus sibiricus,Long-tailed Rosefinch,Aves,1
Caryophyllales,"pinks, cactuses, and allies",Plantae,1
Cascabela thevetia,Be-still tree,Plantae,1
Cassia javanica,Apple Blossom,Plantae,1
Cassida circumdata,Green Tortoise Beetle,Insecta,1
Cassinia sifton,Sifton Bush,Plantae,1
Cassytha,Dodder Laurels,Plantae,1
Cassytha glabella,Slender Devil's Twine,Plantae,1
Castanospermum australe,Blackbean,Plantae,1
Castilleja,Paintbrushes,Plantae,1
Casuarina cunninghamiana,River sheoak,Plantae,1
Catharanthus roseus,periwinkles,Plantae,1
Catocala ultronia,Ultronia Underwing,Insecta,1
Catopsilia pomona,Yellows and Sulphurs,Insecta,1
Catopyrops florinda,Rounded Sixline Blue,Insecta,1
Catoria camelaria,Geometer Moths,Insecta,1
Causonis clematidea,Slender Grape,Plantae,1
Cebysa leucotelus,Australian bag moth,Insecta,1
Cecidomyiidae,Gall and Forest Midges,Insecta,1
Cecropis hyperythra,Sri Lanka Swallow,Aves,1
Celaenia excavata,Bird-dropping Spiders,Arachnida,1
Celaenia excavata,Common Bird-dropping Spider,Arachnida,1
Celastrina argiolus,Holly Blue,Insecta,1
Celastrina echo,Gossamer-winged Butterflies,Insecta,1
Cellana tramoserica,Variegated limpet,Animalia,1
Celosia argentea,Quail Grass,Plantae,1
Celtis australis,Nettle tree,Plantae,1
Cenchritis muricatus,Beaded Periwinkle,Mollusca,1
Cenchrus longisetus,feathertop,Plantae,1
Cenchrus setaceus,fountain grasses,Plantae,1
Centaurea jacea,Brown Knapweed,Plantae,1
Centaurium tenuiflorum,Slender Centaury,Plantae,1
Centella asiatica,Gotu Cola,Plantae,1
Centrosema,Butterfly Peas,Plantae,1
Cepaea hortensis,White-lipped Snail,Mollusca,1
Cephaloscyllium laticeps,Draughtboard Shark,Animalia,1
Cephonodes kingii,Gardenia Bee Hawk,Insecta,1
Cephrenes augiades,Orange Palm Dart,Insecta,1
Cerambycinae,Typical Longhorn Beetles,Insecta,1
Ceratopetalum gummiferum,New South Wales christmas bush,Plantae,1
Ceratophora aspera,Rough Nose Horned Lizard,Reptilia,1
Ceratophyllum,Hornworts,Plantae,1
Cerceris,Typical Weevil Wasps,Insecta,1
Ceriagrion cerinorubellum,Orange-tailed Marsh Dart,Insecta,1
Cermatulus nasalis,Stink Bugs,Insecta,1
Cernuella virgata,Vineyard Snail,Mollusca,1
Ceroplastes destructor,Soft Wax Scale,Insecta,1
Cerrena zonata,Trembling Crust,Fungi,1
Certhionyx variegatus,Pied Honeyeater,Aves,1
Cervus nippon centralis,Honshū Sika Deer,Mammalia,1
Ceryle rudis,Pied Kingfisher,Aves,1
Cestrum,jessamines,Plantae,1
Cestrum nocturnum,night jessamine,Plantae,1
Cethosia cydippe,Eastern Red Lacewing Butterfly,Insecta,1
Cethosia nietneri,Tamil Lacewing Butterfly,Insecta,1
Cetonia aurata,European Rose Chafer,Insecta,1
Chaetodon trifasciatus,Indian Redfin Butterflyfish,Actinopterygii,1
Chalcidoidea,Chalcidoid Wasps,Insecta,1
Chalcosoma atlas keyboh,True Rhinoceros Beetles,Insecta,1
Chalcosoma moellenkampi,Moellenkampi Beetle,Insecta,1
Chalinolobus gouldii,Gould's Wattled Bat,Mammalia,1
Chalybion bengalense,Oriental Mud-dauber Wasp,Insecta,1
Chamaecrista fasciculata,partridge pea,Plantae,1
Chamaecyparis lawsoniana,Lawson's cypress,Plantae,1
Chamelaucium uncinatum,Geraldton Wax,Plantae,1
Channa,Asian Snakeheads,Actinopterygii,1
Channa gachua,Dwarf Snakehead,Actinopterygii,1
Channa orientalis,Ceylon Snakehead,Actinopterygii,1
Charadriidae,Plovers and Lapwings,Aves,1
Charadrius bicinctus bicinctus,New Zealand Double-banded Plover,Aves,1
Charadrius dubius,Little Ringed Plover,Aves,1
Charadrius leschenaultii,Typical Plovers,Aves,1
Charadrius mongolus,Shorebirds and Allies,Aves,1
Charina bottae,Northern Rubber Boa,Reptilia,1
Chauliognathus marginatus,Margined Leatherwing Beetle,Insecta,1
Cheilanthes austrotenuifolia,Rock Fern,Plantae,1
Cheiracanthiidae,Eutichurid Spiders,Arachnida,1
Cheiracanthium,Longlegged Sac Spiders,Arachnida,1
Chelidae,Austro-American Side-necked Turtles,Reptilia,1
Chelidonichthys kumu,Red Gurnard,Actinopterygii,1
Chelisoches morio,black earwig,Insecta,1
Chelodina expansa,Broad-Shelled Turtle,Reptilia,1
Chelodina longicollis,Turtles and Tortoises,Reptilia,1
Chelodina oblonga,Southwestern snake-necked turtle,Reptilia,1
Chelodina rugosa,Northern Snake-necked Turtle,Reptilia,1
Chelonioidea,Sea Turtles,Reptilia,1
Chenopodiastrum murale,nettle-leaved goosefoot,Plantae,1
Chenopodium,Goosefoots,Plantae,1
Chenopodium album,common lamb's-quarters,Plantae,1
Chenopodium nitrariaceum,Nitre Goosefoot,Plantae,1
Chenopodium nutans,Climbing saltbush,Plantae,1
Chenopodium parabolicum,Fragrant Saltbush,Plantae,1
Cherax destructor,Southern Hemisphere Crayfishes,Animalia,1
Cherax quadricarinatus,"Crabs, Lobsters, and Allies",Animalia,1
Chilocorinae,Scale-feeding Lady Beetles,Insecta,1
Chiloscyllium punctatum,Brown-banded Bamboo Shark,Animalia,1
Chirodactylus spectabilis,Banded Morwong,Actinopterygii,1
Chiroptera,Bats,Mammalia,1
Chiton glaucus,Blue Green Chiton,Mollusca,1
Chlaenius,Vivid Metallic Ground Beetles,Insecta,1
Chlamydera guttata,Western Bowerbird,Aves,1
Chlidonias leucopterus,White-winged Tern,Aves,1
Chlorobapta bestii,Fruit Chafers and Flower Scarabs,Insecta,1
Chlorocebus sabaeus,Green Monkey,Mammalia,1
Chlorophytum,Grass Lilies,Plantae,1
Chloropsis palawanensis,Yellow-throated Leafbird,Aves,1
Chloroxylon swietenia,Ceylon satinwood,Plantae,1
Chordata,Chordates,Animalia,1
Chordeiles minor,Common Nighthawk,Aves,1
Chortoicetes terminifera,Australian Plague Locust,Insecta,1
Christinus marmoratus,Geckos,Reptilia,1
Chromis viridis,Blue-green Chromis,Actinopterygii,1
Chrysiptera glauca,Grey Demoiselle,Actinopterygii,1
Chrysocephalum apiculatum,Common Everlasting,Plantae,1
Chrysococcyx lucidus plagosus,Shining Bronze-Cuckoo (Golden),Aves,1
Chrysolarentia microcyma,Carpet Moths,Insecta,1
Chrysolophus pictus,Golden Pheasant,Aves,1
Chrysomeloidea,Leaf Beetles and Allies,Insecta,1
Chrysomya rufifacies,Hairy Maggot Blowfly,Insecta,1
Chrysoperla,Common Green Lacewings,Insecta,1
Chrysothrix,Gold Dust Lichens,Fungi,1
Chrysothrix candelaris,gold dust lichen,Fungi,1
Chrysymenia brownii,Red Sausage Weed,Plantae,1
Cicadinae,Translucent Cicadas,Insecta,1
Cichorioideae,"chicories, dandelions, and allies",Plantae,1
Cicindela sexguttata,Six-spotted Tiger Beetle,Insecta,1
Cicindelinae,Tiger Beetles,Insecta,1
Ciconia ciconia,White Stork,Aves,1
Ciconia stormi,Storm's Stork,Aves,1
Ciconiidae,Storks,Aves,1
Cimicomorpha,Cimicomorph Bugs,Insecta,1
Cincloramphus cruralis,Brown Songlark,Aves,1
Cinnyris osea,Palestine Sunbird,Aves,1
Circopetes obtusata,Broken Leaf Moth,Animalia,1
Circus assimilis,Spotted Harrier,Aves,1
Cirripedia,Barnacles,Animalia,1
Cirsium vulgare,thistles,Plantae,1
Cissus antarctica,kangaroo ivy,Plantae,1
Cissus quadrangularis,Single-stemmed Wild Grape,Plantae,1
Cissus sterculiifolia,Yaroong,Plantae,1
Cistaceae,rock-rose family,Plantae,1
Citrullus lanatus,Watermelon,Plantae,1
Ciulfina baldersoni,Balderson's Treerunner Mantis,Insecta,1
Ciulfina biseriata,Eastern Treerunner Mantis,Insecta,1
Ciulfina rentzi,Rentz's Treerunner Mantis,Insecta,1
Clamator jacobinus,Pied Cuckoo,Aves,1
Clania,Case Moths,Insecta,1
Clathrus ruber,red-cage fungus,Fungi,1
Clavulinopsis sulcata,Flame fungus,Fungi,1
Cleomaceae,spider flower family,Plantae,1
Cleome,Spider flowers,Plantae,1
Cleome gynandra,Spiderwisp,Plantae,1
Cleome viscosa,Spider flowers,Plantae,1
Clerodendrum chinense,Chinese Glorybower,Plantae,1
Climacteris rufus,Rufous Treecreeper,Aves,1
Clubionidae,Sac Spiders,Arachnida,1
Clytus arietis,Wasp Beetle,Insecta,1
Cnemaspis kandiana,Kandy Round-eyed Gecko,Reptilia,1
Cnemaspis menikay,Kegalle Round-eyed Gecko,Reptilia,1
Cnemaspis upendrai,Pussellawa Round-eyed Gecko,Reptilia,1
Cnidoglanis macrocephalus,Estuary Cobbler,Actinopterygii,1
Cnidoscolus stimulosus,spurge nettle,Plantae,1
Coccinella transversalis,Beetles,Insecta,1
Coccinella transversalis,Lady Beetles,Insecta,1
Coccinelloidea,"Lady, Fungus, Scavenger, and Bark Beetles",Insecta,1
Coccinia,coccinia,Plantae,1
Coccothraustes coccothraustes,Hawfinch,Aves,1
Cochlicella acuta,Pointed Snail,Mollusca,1
Cochlospermum fraseri,Yellow Kapok,Plantae,1
Codium fragile,Dead Man's Fingers,Plantae,1
Coelognathus helena,Trinket Snake,Reptilia,1
Coenobita clypeatus,Caribbean Land Hermit Crab,Animalia,1
Coereba flaveola,Bananaquit,Aves,1
Coffea arabica,Coffee,Plantae,1
Coleus scutellarioides,Coleus,Plantae,1
Colgar peracutum,citrus planthopper,Insecta,1
Collocalia affinis,Plume-toed Swiftlet,Aves,1
Colluricincla megarhyncha,Little Shrikethrush,Aves,1
Colluricincla rufogaster rufogaster,Birds,Aves,1
Colotis amata,Small Salmon Arab,Insecta,1
Colotis danae,Red Tip,Insecta,1
Colpacampsomeris indica eliformis,Scoliid Wasps,Insecta,1
Colpomenia,Puff-ball Algae,Chromista,1
Columba palumbus,Common Wood-Pigeon,Aves,1
Columba torringtoniae,Sri Lanka Wood Pigeon,Aves,1
Comatulida,Feather Stars,Animalia,1
Cominella adspersa,Speckled Whelk,Mollusca,1
Cominella quoyana,Quoy's Whelk,Mollusca,1
Commelina ensifolia,climbing dayflower,Plantae,1
Commelina erecta,whitemouth dayflower,Plantae,1
Comocrus behri,Butterflies and Moths,Insecta,1
Concinnia tenuis,Barred-sided Skink,Reptilia,1
Conium maculatum,poison hemlock,Plantae,1
Conocephalomima barameda,False Meadow Katydid,Insecta,1
Conocephalum conicum,Great Scented Liverwort,Plantae,1
Conocephalus bilineatus,"Grasshoppers, Crickets, and Katydids",Insecta,1
Conocephalus semivittatus,Blackish Meadow Katydid,Insecta,1
Conogethes punctiferalis,Yellow Peach Moth,Insecta,1
Contusus brevicaudus,Prickly Toadfish,Actinopterygii,1
Conus coronatus,Coronated Cone,Mollusca,1
Convallaria majalis,European lily of the valley,Plantae,1
Convolvulus arvensis,field bindweed,Plantae,1
