sciname,comname,category,value
Salpinctes obsoletus,Rock Wren,Aves,2
Sarcophagidae,Flesh Flies,Insecta,2
Mulsantina cyathigera,Ivory Lady Beetle,Insecta,2
Moneilema gigas,Giant Cactus Longhorn Beetle,Insecta,2
Schinia arcigera,Arcigera Flower Moth,Insecta,2
Schinia hulstia,Hulst's Flower Moth,Insecta,2
Dalea pulchra,Santa Catalina prairie clover,Plantae,2
Junonia grisea,Common Buckeye,Insecta,2
Brachiacantha arizonica,Arizona Spurleg Lady Beetle,Insecta,2
Mimoschinia rufofascialis,Rufous-banded Crambid Moth,Insecta,2
Sciurus aberti,Abert's Squirrel,Mammalia,2
Microcentrum,Angle-winged Katydids,Insecta,2
Cynanthus latirostris,Broad-billed Hummingbird,Aves,2
Mentzelia,Blazingstars,Plantae,2
Melyridae,Soft-winged Flower Beetles,Insecta,2
Melozone fusca,Canyon Towhee,Aves,2
Atlides halesus,Great Purple Hairstreak,Insecta,2
Chilocorus stigma,Twice-stabbed Lady Beetle,Insecta,2
Zygoptera,Damselflies,Insecta,2
Gryllidea,Crickets,Insecta,2
Cylindropuntia thurberi versicolor,staghorn cholla,Plantae,2
Senegalia greggii,catclaw acacia,Plantae,2
Washingtonia robusta,Mexican Fan Palm,Plantae,2
Bostrichidae,Auger Beetles,Insecta,2
Encyrtidae,Encyrtid Wasps,Insecta,2
Chlorochroa ligata,Conchuela Bug,Insecta,2
Acrididae,Short-horned Grasshoppers,Insecta,2
Chlosyne acastus,Sagebrush Checkerspot,Insecta,2
Simmondsia chinensis,jojoba,Plantae,2
Haplophyton crooksii,Cockroachplant,Plantae,2
Sitta carolinensis,White-breasted Nuthatch,Aves,2
Chlosyne lacinia,Bordered Patch,Insecta,2
Xanthippus corallipes,Red-shanked Grasshopper,Insecta,1
Xanthocephalus xanthocephalus,Yellow-headed Blackbird,Aves,1
Xylocopa californica arizonensis,Arizona Carpenter Bee,Insecta,1
Xylocopa californica arizonensis,Large Carpenter Bees,Insecta,1
Xylocopa sonorina,Large Carpenter Bees,Insecta,1
Xylophanes falco,Falcon Sphinx,Insecta,1
Xyloryctes thestalus,Western Rhinoceros Beetle,Insecta,1
Yucca,Yuccas,Plantae,1
Yucca baccata,Yuccas,Plantae,1
Yucca elata,soaptree yucca,Plantae,1
Zelus luridus,Pale Green Assassin Bug,Insecta,1
Zonotrichia leucophrys,White-crowned Sparrow,Aves,1
Zootermopsis laticeps,Widehead Rottenwood Termite,Insecta,1
Lampropeltis pyromelana,Arizona Mountain Kingsnake,Reptilia,1
Abegesta remellalis,White-trimmed Abegesta,Insecta,1
Acantherus piperatus,Slender Range Grasshopper,Insecta,1
Acantherus piperatus,Stridulating Slant-faced Grasshoppers,Insecta,1
Aceria mackiei,Live Oak Erineum Mite,Arachnida,1
Aceria parapopuli,Poplar Budgall Mite,Arachnida,1
Achroia grisella,Lesser Wax Moth,Insecta,1
Achurum sumichrasti,Sumichrast Toothpick Grasshopper,Insecta,1
Achyra rantalis,Garden Webworm Moth,Insecta,1
Acmaeodera,Yellow-marked Buprestid Beetles,Insecta,1
Acmispon rigidus,deervetch,Plantae,1
Acrolophinae,Burrowing Webworm Moths,Insecta,1
Acronicta americana,American Dagger,Insecta,1
Aculops rhois,Poison Ivy Leaf Mite,Arachnida,1
Aculus tetanothrix,Willow Bead Gall Mite,Arachnida,1
Adejeania vexatrix,Hedgehog Fly,Insecta,1
Agapostemon melliventris,Honey-tailed Striped Sweat Bee,Insecta,1
Agathymus aryxna,Arizona Giant-Skipper,Insecta,1
Agave schottii,Schott's century plant,Plantae,1
Agelaius phoeniceus,Red-winged Blackbird,Aves,1
Ageratina herbacea,desert ageratina,Plantae,1
Aimophila ruficeps,Rufous-crowned Sparrow,Aves,1
Alena minuta,Common Snakeflies,Insecta,1
Aleuroplatus coronata,Crown Whitefly,Insecta,1
Algarobius prosopis,Algarobius prosopis,Insecta,1
Allograpta obliqua,Oblique Stripetail,Insecta,1
Amara,Sun Beetles,Insecta,1
Amaranthaceae,amaranths,Plantae,1
Amblycorypha insolita,Big Bend Oblong-winged Katydid,Insecta,1
Amblyscirtes,Roadside-Skippers,Insecta,1
Amphibolips nassa,Gall Wasps,Insecta,1
Amphipyra pyramidoides,American Copper Underwing,Insecta,1
Amphipyra pyramidoides,Copper Underwing,Insecta,1
Amsinckia,Fiddlenecks,Plantae,1
Anatrachyntis badia,Florida Pink Scavenger,Insecta,1
Anax junius,Common Green Darner,Insecta,1
Anaxyrus punctatus,Red-spotted Toad,Amphibia,1
Andricus crystallinus,Crystalline Gall Wasp,Insecta,1
Androsace occidentalis,western rock-jasmine,Plantae,1
Anemone tuberosa,tuber anemone,Plantae,1
Anisacanthus thurberi,Thurber's desert honeysuckle,Plantae,1
Anobiinae,Death-watch Beetles,Insecta,1
Antheraea oculea,Western Polyphemus Moth,Insecta,1
Anthomyiidae,Root-maggot Flies,Insecta,1
Anthophora urbana,Bees,Insecta,1
Anthrenus coloratus,Asian Carpet Beetle,Insecta,1
Anura,Frogs and Toads,Amphibia,1
Anystis,Whirligig Mites,Arachnida,1
Aphelocoma wollweberi,Mexican Jay,Aves,1
Aphonopelma vorhiesi,Tucson Bronze Tarantula,Arachnida,1
Aphyllon cooperi,desert broomrape,Plantae,1
Apiomerus longispinis,Black Assassin,Insecta,1
Apocrita,"Narrow-waisted Wasps, Ants, and Bees",Insecta,1
Apodemia palmerii,Palmer's Metalmark,Insecta,1
Arctostaphylos pungens,pointleaf manzanita,Plantae,1
Ardea herodias,Great Blue Heron,Aves,1
Argia,Dancers,Insecta,1
Argia extranea,Spine-tipped Dancer,Insecta,1
Argia hinei,Lavender Dancer,Insecta,1
Argia lacrimans,Sierra Madre Dancer,Insecta,1
Argyresthia goedartella,Bronze Alder Moth,Insecta,1
Arion,Arion Slugs,Mollusca,1
Artemisia filifolia,sand sagebrush,Plantae,1
Artemisia ludoviciana,silver wormwood,Plantae,1
Asclepias hypoleuca,mahogany milkweed,Plantae,1
Ashmeadiella opuntiae,Bees,Insecta,1
Asopinae,Predatory Stink Bugs,Insecta,1
Aspidoscelis uniparens,Desert Grassland Whiptail,Reptilia,1
Asteromyia carbonifera,Carbonifera goldenrod gall midge,Insecta,1
Astragalus nothoxys,Freckled Milkvetch,Plantae,1
Astrolepis cochisensis,scaly cloak-fern,Plantae,1
Astrolepis integerrima,Hybrid Cloakfern,Plantae,1
Astrolepis sinuata,wavy scale cloakfern,Plantae,1
Atriplex canescens,fourwing saltbush,Plantae,1
Atrusca,"Ants, Bees, Wasps, and Sawflies",Insecta,1
Auriparus flaviceps,Verdin,Aves,1
Automeris cecrops,Cecrops Eyed Silkmoth,Insecta,1
Aythya americana,Redhead,Aves,1
Aythya collaris,Ring-necked Duck,Aves,1
Azolla filiculoides,water fern,Plantae,1
Baccharis sarothroides,desert broom,Plantae,1
Bahia absinthifolia,hairyseed bahia,Plantae,1
Banasa dimidiata,Green Burgundy Stink Bug,Insecta,1
Banasa euchlora,Juniper Stink Bug,Insecta,1
Batrachedra enormis,Large Batrachedra Moth,Insecta,1
Bebbia juncea,sweetbush,Plantae,1
Berberis wilcoxii,Wilcox's barberry,Plantae,1
Bethylidae,Flat wasps,Insecta,1
Blissidae,Chinch Bugs and Allies,Insecta,1
Bombyliidae,Bee Flies,Insecta,1
Bothriochloa,Bluestems,Plantae,1
Bouteloua repens,sprucetop grama,Plantae,1
Brassicaceae,mustard family,Plantae,1
Brickellia,brickellbushes,Plantae,1
Brickellia venosa,Veiny Brickellbush,Plantae,1
Bryophyta,mosses,Plantae,1
Bryum argenteum,Silvery Bryum,Plantae,1
Buteo jamaicensis,Red-tailed Hawk,Aves,1
Buteo swainsoni,Swainson's Hawk,Aves,1
Calliopsis subalpina,Globe-mallow Calliopsis Bee,Insecta,1
Callisaurus draconoides,Zebra-tailed Lizard,Reptilia,1
Callophrys augustinus,Brown Elfin,Insecta,1
Calypte anna,Hummingbirds,Aves,1
Camponotus,Carpenter and Sugar Ants,Insecta,1
Camponotus ocreatus,Carpenter and Sugar Ants,Insecta,1
Camponotus ocreatus,Carpenter Ants,Insecta,1
Cantharidae,Soldier Beetles,Insecta,1
Capniidae,Small Winter Stoneflies,Insecta,1
Cardellina pusilla,Wilson's Warbler,Aves,1
Cardellina rubrifrons,Red-faced Warbler,Aves,1
Cardinalis cardinalis,Northern Cardinal,Aves,1
Carphochaete bigelovii,Bigelow's bristlehead,Plantae,1
Castilleja,Paintbrushes,Plantae,1
Catherpes mexicanus,Canyon Wren,Aves,1
Catocala aholibah,Aholibah Underwing Moth,Insecta,1
Ceratiomyxa fruticulosa,Honeycomb Coral Slime Mold,Protozoa,1
Chaenactis stevioides,desert pincushion,Plantae,1
Chaetopsis,Banded-wing Flies,Insecta,1
Chalcidoidea,Chalcidoid Wasps,Insecta,1
Chalcoela iphitalis,Sooty-winged Chalcoela Moth,Insecta,1
Chalybion californicum,Nearctic Blue Mud-dauber Wasp,Insecta,1
Charadriiformes,Shorebirds and Allies,Aves,1
Charadrius vociferus,Killdeer,Aves,1
Chelostomoides,Nearctic resin bees,Insecta,1
Chilocorus cacti,Cactus Lady Beetle,Insecta,1
Chlorochlamys phyllinaria,Thin-lined Emerald,Insecta,1
Chlorochroa sayi,Say's Stink Bug,Insecta,1
Chrysina beyeri,Beyer's Jewel Scarab,Insecta,1
Cicindela nigrocoerulea nigrocoerulea,Black Sky Tiger Beetle,Insecta,1
Cicindela pimeriana,Cochise Tiger Beetle,Insecta,1
Circus hudsonius,Northern Harrier,Aves,1
Cirsium neomexicanum,New Mexico thistle,Plantae,1
Cissia rubricata,Red Satyr,Insecta,1
Clepsis peritana,Garden Tortrix,Insecta,1
Clepsis virescana,Greenish Apple Moth,Insecta,1
Coccinellidae,Lady Beetles,Insecta,1
Coccoidea,Scale Insects,Insecta,1
Colaptes auratus,Northern Flicker,Aves,1
Coleomegilla maculata,Spotted Lady Beetle,Insecta,1
Colletes,Cellophane Bees,Insecta,1
Collops vittatus,Banded Soft-winged Flower Beetle,Insecta,1
Colydiinae,Cylindrical Bark Beetles,Insecta,1
Compsomyiops callipes,Secondary Screwworm Fly,Insecta,1
Copepoda,Copepods,Animalia,1
Copestylum satur,Spotted-wing Bromeliad Fly,Insecta,1
Cophosaurus texanus,Greater Earless Lizard,Reptilia,1
Corallorhiza maculata,spotted coralroot,Plantae,1
Cornu aspersum,Garden Snail,Mollusca,1
Corvus,Crows and Ravens,Aves,1
Corydalis aurea,scrambled eggs,Plantae,1
Crabronidae,Crabronid Wasps,Insecta,1
Cremastocheilus,Anteater Scarabs,Insecta,1
Crematogaster torosa,Acrobat Ants,Insecta,1
Crossosoma bigelovii,Bigelow's crossosoma,Plantae,1
Crotalaria pumila,low rattlebox,Plantae,1
Cryptophagidae,Silken Fungus Beetles,Insecta,1
Culiseta incidens,Cold Weather Mosquito,Insecta,1
Curculionoidea,Snout and Bark Beetles,Insecta,1
Cycloneda sanguinea,Spotless Lady Beetle,Insecta,1
Cylindropuntia bigelovii,teddy-bear cholla,Plantae,1
Cyllopsis pyracmon,Nabokov's Satyr,Insecta,1
Dactyloctenium radulans,buttongrass,Plantae,1
Daktulosphaira vitifoliae,grape phylloxera,Insecta,1
Dalea albiflora,whiteflower prairie clover,Plantae,1
Dasylirion wheeleri,Wheeler sotol,Plantae,1
Datana perspicua,Spotted Datana Moth,Insecta,1
Deroceras reticulatum,Milky Slug,Mollusca,1
Descurainia,Tansy Mustards,Plantae,1
Descurainia pinnata,western tansy mustard,Plantae,1
Diastictis fracturalis,Fractured Western Snout,Insecta,1
Dichomeris georgiella,Georgia Dichomeris Moth,Insecta,1
Dicromantispa sayi,Say's Mantidfly,Insecta,1
Dioprosopa clavata,Four-speckled Hover Fly,Insecta,1
Dipterostemon capitatus pauciflorus,Blue Dicks,Plantae,1
Ditaxis neomexicana,New Mexico ditaxis,Plantae,1
Dodonaea viscosa,Akeake,Plantae,1
Drosophila,Small Fruit Flies,Insecta,1
Dryobates arizonae,Arizona Woodpecker,Aves,1
Dryobates scalaris,Ladder-backed Woodpecker,Aves,1
Dyscinetus,Rice Beetles,Insecta,1
Dysodia granulata,Netted Dysodia Moth,Insecta,1
Echinocereus engelmannii fasciculatus,pinkflower hedgehog cactus,Plantae,1
Echinocereus santaritensis,Scarlet Hedgehog Cactus,Plantae,1
Ellipsoptera marutha,Aridland Tiger Beetle,Insecta,1
Elymus elymoides,squirreltail,Plantae,1
Enallagma carunculatum,Tule Bluet,Insecta,1
Enaphalodes atomarius,Robust Oak Borer,Animalia,1
Endothenia hebesana,Verbena Bud Moth,Insecta,1
Entomobrya unostrigata,Cotton Springtail,Animalia,1
Ephydridae,Shore Flies,Insecta,1
Epiblema strenuana,Ragweed Borer Moth,Insecta,1
Epicauta ochrea,Burning Blister Beetles,Insecta,1
Eremochrysa,Shadow Lacewings,Insecta,1
Eremopedes balli,Ball’s Shieldback,Insecta,1
Erinnyis ello,Ello Sphinx,Insecta,1
Eriogonum abertianum,Abert's buckwheat,Plantae,1
Eriogonum wrightii,Wright's buckwheat,Plantae,1
Erodium cicutarium,common stork's-bill,Plantae,1
Erora quaderna,Arizona Hairstreak,Insecta,1
Erynnis funeralis,Funereal Duskywing,Insecta,1
Erythranthe guttata,seep monkeyflower,Plantae,1
Erythrina flabelliformis,Western coral bean,Plantae,1
Eschscholzia californica,California poppy,Plantae,1
Eucopina,Pine Cone- and Shoot-Borer Moths,Insecta,1
Eudaminae,Dicot Skippers,Insecta,1
Eudesmia arida,Arid Eudesmia Moth,Insecta,1
Eulobus californicus,California primrose,Plantae,1
Eumorpha typhon,Typhon Sphinx,Insecta,1
Eunota fulgoris erronea,Willcox Tiger Beetle,Insecta,1
Euphorbia capitellata,head sandmat,Plantae,1
Euphorbia maculata,spotted spurge,Plantae,1
Euphorbia prostrata,prostrate sandmat,Plantae,1
Euphorbia serpens,Matted Sandmat,Plantae,1
Ferocactus wislizeni,fishhook barrel cactus,Plantae,1
Formica,"Wood, Mound, and Field Ants",Insecta,1
Formica neogagates,New World Black Ant,Insecta,1
Fouquieria splendens,ocotillo,Plantae,1
Frangula californica,coffeeberry,Plantae,1
Frontinella pyramitela,Bowl-and-doily Spider,Arachnida,1
Fulcidacini,Warty Leaf Beetles,Insecta,1
Fulgoraecia exigua,Planthopper Parasite Moth,Insecta,1
Fulica americana,American Coot,Aves,1
Funastrum cynanchoides,climbing milkweed,Plantae,1
Furcula scolopendrina,Zigzag Furcula Moth,Insecta,1
Fuscopolistes,fuscatus-group Paper Wasps,Insecta,1
Galasa,Pinch-winged Leaftiers,Insecta,1
Gallinula galeata,Common Gallinule,Aves,1
Geococcyx californianus,Greater Roadrunner,Aves,1
Givira lotta,Pine Carpenterworm Moth,Insecta,1
Glandularia,mock vervain,Plantae,1
Glandularia gooddingii,southwestern mock vervain,Plantae,1
Gracillariidae,Leaf Blotch Miner Moths,Insecta,1
Graptopetalum rusbyi,San Francisco River Leatherpetal,Plantae,1
Gryllidae,True Crickets,Insecta,1
Gymnosperma glutinosum,gumhead,Plantae,1
Gyrocheilus patrobas,Red-bordered Satyr,Insecta,1
Habronattus hirsutus,Hirsute Paradise Spider,Arachnida,1
Hadoa duryi,Orange-and-black Cicada,Insecta,1
Haemorhous mexicanus,House Finch,Aves,1
Halysidota davisii,Davis' Tussock Moth,Insecta,1
Hedeoma dentata,dentate false pennyroyal,Plantae,1
Hedera,ivies,Plantae,1
Helicoverpa zea,Corn Earworm Moth,Insecta,1
Heliodinidae,Sun Moths,Insecta,1
Heliotropium curassavicum,alkali heliotrope,Plantae,1
Hellula phidilealis,Cabbage Budworm Moth,Insecta,1
Helocassis clavata,Clavate Tortoise Beetle,Animalia,1
Helocassis clavata,Clavate Tortoise Beetle,Insecta,1
Henricus edwardsiana,Contrasting Henricus Moth,Insecta,1
Herpyllus propinquus,Western Parson Spider,Arachnida,1
Hesperiinae,Grass Skippers,Insecta,1
Heteropogon contortus,tanglehead,Plantae,1
Heterotheca,false golden asters,Plantae,1
Heterotheca subaxillaris,Camphorweed,Plantae,1
Himantopus mexicanus,Black-necked Stilt,Aves,1
Homo sapiens,Human,Mammalia,1
Horesidotes cinereus,"Grasshoppers, Locusts, and Allies",Insecta,1
Horesidotes cinereus,Short-horned Grasshoppers,Insecta,1
Hyalophora gloveri,Glover's Silk Moth,Insecta,1
Hybosorus illigeri,Scarabs,Insecta,1
Hydropsychidae,Net-spinning Caddisflies,Insecta,1
Hyperaspis,Sigil Lady Beetles,Insecta,1
Hyperaspis trifurcata,Trident Lady Beetle,Insecta,1
Idaea demissaria,Red-bordered Wave,Insecta,1
Incilius alvarius,Colorado River Toad,Amphibia,1
Incisitermes minor,Western Drywood Termite,Insecta,1
Insara elegans,Elegant Bush Katydid,Insecta,1
Iridopsis obliquaria,Oblique Looper Moth,Insecta,1
Ischyrus quadripunctatus,Four-spotted Fungus Beetle,Insecta,1
Issidae,Issid Planthoppers,Insecta,1
Junco hyemalis,Dark-eyed Junco,Aves,1
Juniperus deppeana,alligator juniper,Plantae,1
Junonia nigrosuffusa,Dark Buckeye,Insecta,1
Justicia longii,Longflower Tube Tongue,Plantae,1
Kermesidae,Gall-like Scales,Insecta,1
Kokkocynips coxii,Gouty Stem Gall Wasp,Insecta,1
Krameria bicolor,white ratany,Plantae,1
Labidura riparia,Shore Earwig,Insecta,1
Lamium amplexicaule,henbit deadnettle,Plantae,1
Lampyridae,Firefly Beetles,Insecta,1
Latiblattella lucifrons,Pale headed cockroach,Insecta,1
Lauxaniidae,Lauxaniid flies,Insecta,1
Leiothlypis celata,Orange-crowned Warbler,Aves,1
Leiothlypis luciae,Lucy's Warbler,Aves,1
Leiothlypis ruficapilla,Nashville Warbler,Aves,1
Lerodea eufala,Eufala Skipper,Insecta,1
Letispe metanemaria,Baccharis Inchworm Moth,Insecta,1
Ligurotettix coquilletti,Desert Clicker Grasshopper,Insecta,1
Limacus flavus,Yellow Cellar Slug,Mollusca,1
Limnodromus scolopaceus,Long-billed Dowitcher,Aves,1
Limoniidae,Limoniid Crane Flies,Insecta,1
Linanthus bigelovii,Bigelow's linanthus,Plantae,1
Lineodes integra,Eggplant Leafroller Moth,Insecta,1
Liometopum apiculatum,Velvety Tree Ants,Insecta,1
Lithobiomorpha,Stone Centipedes,Animalia,1
Lobocleta plemyraria,Straight-lined Wave,Insecta,1
Lophocampa argentata,Silver-spotted Tiger Moth,Insecta,1
Lucilia sericata,Common Greenbottle Fly,Insecta,1
Lycidae,Net-winged Beetles,Insecta,1
Lycium,boxthorns,Plantae,1
Lycium andersonii,Anderson thornbush,Plantae,1
Lygaeus kalmii,Small Milkweed Bug,Animalia,1
Lygaeus kalmii kalmii,Western Small Milkweed Bug,Insecta,1
Lygaeus reclivatus,Small Milkweed Bug Complex,Insecta,1
Lygaeus reclivatus,Southern Small Milkweed Bug,Insecta,1
Macaria aemulataria,Common Angle,Insecta,1
Macaria signaria,Pale-marked Angle,Insecta,1
Madreallecula mcclevei,Comb-clawed Darkling Beetles,Insecta,1
Malacosoma tigris,Sonoran Tent Caterpillar,Animalia,1
Malacosoma tigris,Sonoran Tent Caterpillar,Insecta,1
Manduca muscosa,Muscosa Sphinx,Insecta,1
Mantodea,Mantises,Insecta,1
Marchantiophyta,liverworts,Plantae,1
Mareca americana,American Wigeon,Aves,1
Marina parryi,Parry's false prairie-clover,Plantae,1
Megachile,"Leafcutter, Mortar, and Resin Bees",Insecta,1
Megalorhipida leucodactylus,Spiderling Plume Moth,Insecta,1
Megascops trichopsis,Whiskered Screech-Owl,Aves,1
Megatibicen cultriformis,Grand Western Flood Plain Cicada,Insecta,1
Melanerpes uropygialis,Gila Woodpecker,Aves,1
Melanolestes picipes,Black Corsair,Insecta,1
Melanoplus aridus,Arid Lands Spur-Throat Grasshopper,Insecta,1
Melanoplus lakinus,Lakin Grasshopper,Insecta,1
Meleagris gallopavo,Wild Turkey,Aves,1
Melipotis indomita,Indomitable Graphic Moth,Insecta,1
Menodora scabra,rough menodora,Plantae,1
Metatrichia vesparium,Wasp's Nest Slime Mold,Protozoa,1
Miltogramminae,Satellite Flies,Insecta,1
Mimosa aculeaticarpa biuncifera,cat claw mimosa,Plantae,1
Mirabilis linearis,narrowleaf four o'clock,Plantae,1
Mischocyttarus navajo,Navajo Paper Wasp,Insecta,1
Misumenoides formosipes,Crab Spiders,Arachnida,1
Mompha murtfeldtella,White-based Mompha,Insecta,1
Moneilema gigas,Giant Cactus Longhorn Beetle,Animalia,1
Monomorium,Pharaoh Ants and Timid Ants,Insecta,1
Morus microphylla,Texas mulberry,Plantae,1
Murgantia histrionica,Harlequin Bug,Insecta,1
Myioborus pictus,Painted Redstart,Aves,1
Myzia interrupta,Broken-dashed Lady Beetle,Insecta,1
Nematomorpha,Horsehair Worms,Animalia,1
Nematus,Willow Sawflies,Insecta,1
Nematus tibialis,Locust Sawfly,Insecta,1
Nemouridae,Forestflies,Insecta,1
Neochodaeus praesidii,Sand-loving Scarab Beetles,Insecta,1
Neophyllura arbuticola,Arizona Madrone Psyllid,Insecta,1
Neopisinus cognatus,Spiders,Arachnida,1
Neoscona,Spotted Orbweavers,Arachnida,1
Nicotiana obtusifolia,desert tobacco,Plantae,1
Nitops pallipennis,Cactus Sap Beetle,Insecta,1
Noccaea fendleri,Fendler's pennycress,Plantae,1
Noctua pronuba,Large Yellow Underwing,Insecta,1
Nolina microcarpa,sacahuista,Plantae,1
Norape sorpresa,White Flannel Moth,Insecta,1
Numenius americanus,Long-billed Curlew,Aves,1
Nymphalidae,Brush-footed Butterflies,Insecta,1
Obolopteryx brevihastata,Common Short-wing Katydid,Insecta,1
Odocoileus virginianus,White-tailed Deer,Mammalia,1
Oenothera curtiflora,velvetweed,Plantae,1
Olios giganteus,Giant Crab Spider,Arachnida,1
Oncideres rhodosticta,Mesquite Girdler Beetle,Animalia,1
Oncopeltus fasciatus,Large Milkweed Bug,Insecta,1
Opsius stactogalus,Tamarix Leafhopper,Insecta,1
Opuntia chlorotic ringspot virus,Sammons's Opuntia virus,Viruses,1
Orchelimum unispina,Common Meadow Katydids,Insecta,1
Orthemis ferruginea,Roseate Skimmer,Insecta,1
Orthodes majuscula,Rustic Quaker,Insecta,1
Orthoptera,"Grasshoppers, Crickets, and Katydids",Insecta,1
Oslaria viridifera,Green Oslaria Moth,Insecta,1
Oxalis corniculata,Creeping Woodsorrel,Plantae,1
Pachydiplax longipennis,Blue Dasher,Insecta,1
Pachypsylla celtidisvesicula,Hackberry Blister Gall Psyllid,Insecta,1
Pachypsylla pallida,Hairy Bud Gall Psyllid,Insecta,1
Pantala flavescens,Wandering Glider,Insecta,1
Panthea gigantea,Giant Panthea Moth,Insecta,1
Paonias myops,Small-eyed Sphinx,Insecta,1
Parajulidae,Parajulid millipedes,Animalia,1
Paraphidippus aurantius,Golden Jumping Spider,Arachnida,1
Paratettix mexicanus,Mexican Pygmy Grasshopper,Insecta,1
Parkesia noveboracensis,Northern Waterthrush,Aves,1
Parthenium incanum,mariola,Plantae,1
Paspalum dilatatum,Dallis grass,Plantae,1
Pauropoda,pauropodans,Animalia,1
Pellaea,cliffbrakes,Plantae,1
Pemphigus populitransversus,Poplar Petiole Gall Aphid,Insecta,1
Penstemon,beardtongues,Plantae,1
Penstemon parryi,Parry's beardtongue,Plantae,1
Penstemon pseudospectabilis,desert penstemon,Plantae,1
Pepsis mexicana,Mexican Tarantula-hawk Wasp,Insecta,1
Perithemis intensa,Mexican Amberwing,Insecta,1
Petrophila schaefferalis,Schaeffer's Petrophila,Insecta,1
Peucetia longipalpis,Lesser Green Lynx Spider,Arachnida,1
Phacelia crenulata,notch-leaf scorpion-weed,Plantae,1
Phainopepla nitens,Phainopepla,Aves,1
Phalacridae,Shining Flower Beetles,Insecta,1
Phalaropus lobatus,Red-necked Phalarope,Aves,1
Pheidole rhea,Ants,Insecta,1
Philadelphus microphyllus,littleleaf mock orange,Plantae,1
Philopotamidae,Fingernet Caddisflies,Insecta,1
Phlox tenuifolia,Santa Catalina mountain phlox,Plantae,1
Phoenix,date palms,Plantae,1
Pholcidae,Cellar Spiders,Arachnida,1
Phoradendron,leafy mistletoes,Plantae,1
Phrymaceae,lopseed family,Plantae,1
Phrynosoma hernandesi,Greater Short-horned Lizard,Reptilia,1
Phyciodes mylitta,Mylitta Crescent,Insecta,1
Phytolacca icosandra,Tropical Pokeweed,Plantae,1
Pinopsida,conifers,Plantae,1
Pinus ponderosa,ponderosa pine,Plantae,1
Piranga flava,Hepatic Tanager,Aves,1
Piranga ludoviciana,Western Tanager,Aves,1
Piranga rubra,Summer Tanager,Aves,1
Plantago,plantain,Plantae,1
Plantago patagonica,woolly plantain,Plantae,1
Platanus wrightii,Arizona sycamore,Plantae,1
Plodia interpunctella,Indian Meal Moth,Insecta,1
Poaceae,grasses,Plantae,1
Podalonia,Cutworm Wasps,Insecta,1
Polistes arizonensis,Arizona Paper Wasp,Insecta,1
Polistes major,Horse's Paper Wasp,Insecta,1
Polistes major castaneicolor,Horse's Paper Wasp (Sonoran Red),Insecta,1
Polistes major major,Horse's Paper Wasp (major),Insecta,1
Polyphylla,Lined June Beetles,Insecta,1
Pompilidae,Spider Wasps,Insecta,1
Ponometia elegantula,Arizona Bird-dropping Moth,Insecta,1
Ponometia fasciatella,Speckled Bird-dropping Moth,Insecta,1
Populus angustifolia,narrowleaf cottonwood,Plantae,1
Porcellio laevis,Swift Woodlouse,Animalia,1
Porophyllum gracile,odora,Plantae,1
Porphyrio martinica,Purple Gallinule,Aves,1
Portulacaceae,purslane family,Plantae,1
Potentilla subviscosa,Navajo cinquefoil,Plantae,1
Prenolepis imparis,Small Honey Ant,Animalia,1
Prionus californicus,California Root Borer Beetle,Animalia,1
Prosopis velutina,velvet mesquite,Plantae,1
Pseudognaphalium,rabbit-tobaccos,Plantae,1
Pseudomyrmex,Twig Ants,Insecta,1
Pseudomyrmex pallidus,Twig Ants,Insecta,1
Pseudoscorpiones,Pseudoscorpions,Arachnida,1
Psocodea,"Barklice, Booklice, and Parasitic Lice",Insecta,1
Psorothamnus,indigo bushes and smoke trees,Plantae,1
Psychidae,Bagworm Moths,Insecta,1
Psychodidae,Moth Flies and Sand Flies,Insecta,1
Psyllobora renifer,Kidney-spotted Fairy Lady Beetle,Insecta,1
Pyrausta volupialis,Volupial Mint Moth,Insecta,1
Pyrops spinolae,Dark-horned Lanternfly,Insecta,1
Pyrota palpalis,Charlie Brown Blister Beetle,Insecta,1
Quercus arizonica,Arizona white oak,Plantae,1
Quercus grisea,gray oak,Plantae,1
Quercus hypoleucoides,silverleaf oak,Plantae,1
Quiscalus mexicanus,Great-tailed Grackle,Aves,1
Rachiplusia ou,Gray Looper Moth,Insecta,1
Rafinesquia californica,California chicory,Plantae,1
Rasahus thoracicus,Western Corsair Bug,Insecta,1
Reduviidae,Assassin Bugs,Insecta,1
Regulus calendula,Ruby-crowned Kinglet,Aves,1
Rhyacionia zozana,Ponderosa Pine Tip Moth,Insecta,1
Rhyzobius lophanthae,Red-headed Rhyzobius,Insecta,1
Rosalia funebris,Banded Alder Borer,Insecta,1
Sairocarpus nuttallianus,Nuttall's Snapdragon,Plantae,1
Salix gooddingii,Goodding's willow,Plantae,1
Sceliphron caementarium,Yellow-legged Mud-dauber Wasp,Insecta,1
Sceloporus jarrovii,Yarrow's Spiny Lizard,Reptilia,1
Schistocerca albolineata,White-lined Bird Grasshopper,Insecta,1
Sciaroidea,Fungus Gnats and Gall Midges,Insecta,1
Sciuromorpha,"Squirrels, Dormice, and Mountain Beavers",Mammalia,1
Scoliinae,Fire-tailed Scoliid Wasp,Insecta,1
Scolopendra viridis,Florida Blue Centipede,Animalia,1
Scolytinae,Bark and Ambrosia Beetles,Insecta,1
