recorder,recorderid,recorderlogin,identifier,ids,records,identifierid,identifierlogin,totalids
Jared Shorma,{491170},{blazeclaw},Kyhl Austin,21,3773,{302562},{kyhlaustin},3218
QuestaGame,{196849},{questagame},Rejoice Gassah,21,21546,{506512},{rejoicegassah},2331
Brenna Farrell,{521996},{brennafarrell},Eric M Powell,21,5734,{64568},{ericpo1},5540
Sam Kieschnick,{22589},{sambiology},Andrew Meeds,21,11465,{917390},{ameeds},2448
catchang,{179103},{catchang},kevinhintsa,21,4465,{38530},{kevinhintsa},1186
pythonbob,{1484946},{pythonbob},bobbyfingers,21,277,{769610},{bobbyfingers},6331
John Boldt,{931776},{johnhboldt},Corey Lange,21,4585,{55236},{coreyjlange},2167
Lorin Timaeus,{477431},{carnifex},gernotkunz,21,2309,{827504},{gernotkunz},1923
nancynorman,{522920},{nancynorman},Greg Lasley,21,979,{9706},{greglasley},9578
Ina Siebert,{213733},{inasiebert},mnauky,21,2614,{1638987},{mnauky},4829
Jimmy Bryan,{1081534},{jlbryan},lonnyholmes,21,541,{53702},{lonnyholmes},3432
Erika Mitchell,{12158},{erikamitchell},Adam Kranz,20,11788,{1673632},{megachile},3119
Julie,,,Greg Schrott,20,1555,{626605},{dr_greg},721
Jessica,,,Robert Russo,20,1200,{1409076},{lenrely},2227
Lupoli Roland,{1530852},{lupoli_roland},karsten_s,20,789,{1493700},{karsten_s},1812
Judy Gallagher,{1515879},{judygva},Alan R. Franck,20,3424,{1130299},{afranck},1945
Richard Stovall,{967448},{arctic_mongoose},aaronr,20,1722,{1151838},{aaronr},3233
Sequoia Janirella Wrens,{420537},{astrobirder},mcaple,20,16472,{558416},{mcaple},4708
Juan Carlos López Domínguez,{26046},{juancarloslopezdominguez},Bodo Nuñez Oberg,20,2371,{318516},{bodofzt},2985
QuestaGame,{196849},{questagame},Julius Simonelli,20,21546,{327210},{jss367},213
birch_breeze,{1103944},{birch_breeze},Annie Evankow,20,39,{336491},{annie_evankow},811
Megan Timmons,{1530575},{mtimmons},Sean Blaney,20,1038,{191483},{seanblaney},2421
QuestaGame,{196849},{questagame},Yann Kemper,20,21546,{517807},{kemper},1793
Eridan Xharahi,{363007},{eridanxharahi},Arturo Santos,20,827,,,2047
Brenna Farrell,{521996},{brennafarrell},Jay S,20,5734,{614583},{jsulzmann},3067
ccarrollc1,{571552},{ccarrollc1},Joshua Lincoln,20,536,{20198},{joshualincoln},7925
Carlos Gonzalez,,,Eric Hough,20,388,{65660},{eric_hough},2466
Eric M Powell,{64568},{ericpo1},j_appleget,20,4946,{472267},{j_appleget},3102
Forest_13,{308396},{armando_forest_al13},roomthily,20,1287,{442615},{roomthily},11733
Jennifer Miller,{1280294},{jjmiller},Lena Zappia,20,691,{348898},{amzapp},1682
QuestaGame,{196849},{questagame},David Vander Pluym,20,21546,{322026},{micrathene},1587
Bill Levine,{695337},{blevine},Kathy Claypole Biggs,20,2363,{94051},{kathyclaypolebiggs},1355
safechrislaurie,{1042916},{safechrislaurie},Gray Catanzaro,20,1019,,,7198
eataie,{1643537},{eataie},Sam Kieschnick,20,536,{22589},{sambiology},15626
Jeff Skrentny,{257635},{skrentnyjeff},Jared Gorrell,20,3892,{395895},{wildlandblogger},12790
Nathan Peters,{616772},{nrpeters},Timothy Reichard,20,2044,{17932},{treichard},6272
J.D. Willson,{1220380},{jdwillson},Kory Roberts,20,1645,{22614},{kaptainkory},2581
Argyl Houser,{601946},{argyl},Greg Lasley,20,1480,{9706},{greglasley},9578
Ryan Donnelly,,,Jared Gorrell,20,2241,{395895},{wildlandblogger},12790
jariemames,{515096},{jariemames},Valerie Anderson,20,1073,{276802},{valerietheblonde},580
Jonathan Eisen,{99304},{phylogenomics},David Vander Pluym,20,11376,{322026},{micrathene},1587
Kevin Martin,{1660306},{krmartin},Krissa Klein,20,710,{17695},{graysquirrel},11732
John Christensen,{1215101},{jaspersail},Jim Johnson,20,919,{24521},{jimjohnson},2771
hikingohio,{907706},{hikingohio},mcaple,20,379,{558416},{mcaple},4708
jariemames,{515096},{jariemames},Edwin Bridges,20,1073,{1389244},{edwinbridges},1871
Mira,,,Wayne Fidler,19,1357,{281081},{wayne_fidler},4663
Chloe and Trevor Van Loon,,,Robin Gwen Agarwal,19,2441,{26610},{anudibranchmom},3593
Joseph Salmieri Jr.,{1054256},{josephthebirder},Sequoia Janirella Wrens,19,6452,{420537},{astrobirder},15610
kathleenfspicer,{761669},{kathleenfspicer},Joshua Lincoln,19,5157,{20198},{joshualincoln},7925
Jonathan Eisen,{99304},{phylogenomics},Sean Cozart,19,11376,{29091},{birdwhisperer},5854
Denilson Eliu Ordoñez Moreno,{755698},{denilsonoz},Hermes Vega,19,2347,{637404},{hermes},524
lisnel,{1050981},{lisnel},j_appleget,19,850,{472267},{j_appleget},3102
Jared Shorma,{491170},{blazeclaw},Joel DuBois,19,3773,{456853},{tuftedparidae},1202
Damon Tighe,{3494},{damontighe},Chloe and Trevor Van Loon,19,4825,,,2077
Nathaniel Schwartz,{1079820},{gnat79},Benjamin Schwartz,19,1454,{22312},{beschwar},1417
Leonel Roget,,,Diego Carús,19,2324,{1268934},{diegocarau},4638
silvan_shepherd,{850473},{silvan_shepherd},pisum,19,505,{779571},{pisum},1154
Brenna Farrell,{521996},{brennafarrell},Greg Lasley,19,5734,{9706},{greglasley},9578
Henry Fabian,{3342},{hfabian},Jim Johnson,19,4193,{24521},{jimjohnson},2771
catchang,{179103},{catchang},Ken-ichi Ueda,19,4465,{1},{kueda},3328
Luke Armstrong,{242722},{lukearmstrong},Fred Melgert / Carla Hoegen,19,3821,{750774},{efmer},12294
Oliver Burrus,{740186},{whimbrelbirder},Jared Gorrell,19,1779,{395895},{wildlandblogger},12790
Erika Mitchell,{12158},{erikamitchell},Nathaniel Sharp,19,11788,{171529},{nsharp},3549
Bill Levine,{695337},{blevine},roomthily,19,2363,{442615},{roomthily},11733
stevennoyes,{417190},{stevennoyes},roomthily,19,318,{442615},{roomthily},11733
jmoran1954,{2160621},{jmoran1954},bobbyfingers,19,94,{769610},{bobbyfingers},6331
Henry Fabian,{3342},{hfabian},Fred Melgert / Carla Hoegen,19,4193,{750774},{efmer},12294
Damon Tighe,{3494},{damontighe},Alan R. Franck,19,4825,{1130299},{afranck},1945
Jeff Ward,,,Wayne Fidler,19,770,{281081},{wayne_fidler},4663
Noah Frade,{277896},{noaboa},Alan R. Franck,19,1375,{1130299},{afranck},1945
Jeremy Collison,{368287},{crx2aj3},Wayne Fidler,19,1437,{281081},{wayne_fidler},4663
Julie,,,Krissa Klein,19,1555,{17695},{graysquirrel},11732
Erika Mitchell,{12158},{erikamitchell},roomthily,19,11788,{442615},{roomthily},11733
Jesse Rorabaugh,{52839},{glmory},Dr. Alison Northup,18,2365,{438488},{alisonnorthup},4651
James Bailey,{6971},{silversea_starsong},Krissa Klein,18,10404,{17695},{graysquirrel},11732
Henry Fabian,{3342},{hfabian},catchang,18,4193,{179103},{catchang},6583
bonnieeamick,{35766},{bonnieeamick},jtuttle,18,675,{105391},{jtuttle},2152
Arnold Wijker,{157093},{arnoldwijker},John G. Phillips,18,1087,{15796},{johngsalamander},4533
sehnature,{912851},{sehnature},Sam Kieschnick,18,2584,{22589},{sambiology},15626
Henry Fabian,{3342},{hfabian},Krissa Klein,18,4193,{17695},{graysquirrel},11732
QuestaGame,{196849},{questagame},Matt,18,21546,,,2064
Erin Faulkner,{19145},{elfaulkner},Paul Marcum,18,1909,{37031},{sedge},3557
Joseph Connors,{529040},{jciv},Chuck Sexton,18,2394,{27047},{gcwarbler},5744
James Bailey,{6971},{silversea_starsong},Joel DuBois,18,10404,{456853},{tuftedparidae},1202
Esteban Munguia,,,Pedro Nájera Quezada,18,386,{17401},{najera_tutor},7463
Shawn Taylor,{385784},{atlnature},Giff Beaton,18,1941,{809273},{giffbeaton},1222
Lauren Glevanik,{1653276},{lglevanik},BJ Stacey,18,3999,{10285},{finatic},7080
Carissa,,,Mike Plagens,18,420,{375489},{mjplagens},2437
Eric M Powell,{64568},{ericpo1},Joshua Lincoln,18,4946,{20198},{joshualincoln},7925
Richard Stovall,{967448},{arctic_mongoose},Andrew Meeds,18,1722,{917390},{ameeds},2448
Erik Danielsen,{192963},{er1kksen},Wayne Fidler,18,3349,{281081},{wayne_fidler},4663
Lauren Glevanik,{1653276},{lglevanik},Shane Hanofee,18,3999,{364529},{sapienshane},1710
Judd Patterson,{43255},{juddpatterson},Alan R. Franck,18,606,{1130299},{afranck},1945
jbp316,{1636387},{jbp316},BJ Stacey,18,884,{10285},{finatic},7080
charley,{72880},{charley},Joshua Lincoln,18,4030,{20198},{joshualincoln},7925
azeljo,{303069},{azeljo},alexb0000,18,71,{741608},{alexb0000},3374
Richard Stovall,{967448},{arctic_mongoose},j_appleget,18,1722,{472267},{j_appleget},3102
vagabondreports,{1597686},{vagabondreports},aaronr,18,1511,{1151838},{aaronr},3233
Even Dankowicz,{165078},{edanko},haileyleroy2003,18,4890,{1330636},{haileyleroy2003},159
Laura Rainbow Dragon,{501095},{rainbowdragon},Reuven Martin,18,6421,{42004},{reuvenm},5269
C. A. Ivy,{399516},{arbutterflynut},Kyhl Austin,18,1990,{302562},{kyhlaustin},3218
yakfur,{2002},{yakfur},Gray Catanzaro,18,1191,,,7198
marcie_praetorius,,,petekleinhenz,18,940,{365249},{petekleinhenz},630
Elliot Greiner,{292489},{elliotgreiner},Brian Popelier,18,3950,{279103},{popb25},2492
gisel_15,,,Pedro Nájera Quezada,18,298,{17401},{najera_tutor},7463
Jonathan Eisen,{99304},{phylogenomics},John Garrett,17,11376,{356115},{johngarrett},1707
Sebastián Lescano,{1887221},{sebastianlescano},Juan José Bonanno,17,1083,{472014},{jjbonannod},515
Jonathan Eisen,{99304},{phylogenomics},catchang,17,11376,{179103},{catchang},6583
jimpark67,{411500},{jimpark67},Fred Melgert / Carla Hoegen,17,860,{750774},{efmer},12294
Northcut,{1132847},{northcut1},Sam Kieschnick,17,898,{22589},{sambiology},15626
westmarinwild,{1645515},{westmarinwild},catchang,17,344,{179103},{catchang},6583
David Torres,,,John G. Phillips,17,2268,{15796},{johngsalamander},4533
Joe MacIndewar,{848507},{joemac},Joshua Lincoln,17,1046,{20198},{joshualincoln},7925
Jonathan Eisen,{99304},{phylogenomics},Jim Johnson,17,11376,{24521},{jimjohnson},2771
BJ Stacey,{10285},{finatic},Chuck Sexton,17,7429,{27047},{gcwarbler},5744
Brian,,,bobbyfingers,17,2676,{769610},{bobbyfingers},6331
Maya,,,bobbyfingers,17,2240,{769610},{bobbyfingers},6331
Anthony Brais,{1064292},{syrherp},bobbyfingers,17,865,{769610},{bobbyfingers},6331
Eric M Powell,{64568},{ericpo1},Greg Lasley,17,4946,{9706},{greglasley},9578
Remington Jackson,{205708},{rhjackso},Corey Lange,17,1625,{55236},{coreyjlange},2167
Eridan Xharahi,{363007},{eridanxharahi},Joe MDO,17,827,{349183},{joemdo},5052
stigmergy,{276318},{stigmergy},Wayne Fidler,17,358,{281081},{wayne_fidler},4663
Christian Grenier,{1442912},{krisskinou},Wayne Fidler,17,3034,{281081},{wayne_fidler},4663
Aaron Lincoln,{112578},{bosqueaaron},Chuck Sexton,17,1777,{27047},{gcwarbler},5744
nsferguson,{999680},{nsferguson},Brian Popelier,17,2620,{279103},{popb25},2492
Jerry Cannon,{313678},{smpvolunteer-jcannon},Jeremy Hussell,17,1141,{367383},{jeremyhussell},2635
Lorin Timaeus,{477431},{carnifex},Lupoli Roland,17,2309,{1530852},{lupoli_roland},5207
Rachel Stringham,{288282},{restringham},Mike Plagens,17,777,{375489},{mjplagens},2437
Bill Levine,{695337},{blevine},Wayne Fidler,17,2363,{281081},{wayne_fidler},4663
Nathan Peters,{616772},{nrpeters},b_coulter,17,2044,{15770},{b_coulter},1002
Todd Fitzgerald,{115786},{oddfitz},Greg Lasley,17,3654,{9706},{greglasley},9578
safechrislaurie,{1042916},{safechrislaurie},bobbyfingers,17,1019,{769610},{bobbyfingers},6331
Julie,,,BJ Stacey,17,1555,{10285},{finatic},7080
Daniel Onea,{659740},{dalien},Greg Lasley,17,2369,{9706},{greglasley},9578
jrcagle,{1588724},{jrcagle},Timothy Reichard,17,2188,{17932},{treichard},6272
Eric Giles,{510658},{ericgiles},Kyhl Austin,17,1812,{302562},{kyhlaustin},3218
John C.,{1448882},{casseljs},Gray Catanzaro,17,4292,,,7198
Nathan Peters,{616772},{nrpeters},Andrew Meeds,17,2044,{917390},{ameeds},2448
Nicholas Ypelaar,{998481},{nick_ypelaar},Sean Blaney,17,981,{191483},{seanblaney},2421
James Bailey,{6971},{silversea_starsong},Amy (She/Her),17,10404,{1686028},{arboretum_amy},1472
eferrell,{1408650},{eferrell},Edwin Bridges,17,286,{1389244},{edwinbridges},1871
Carlos Domínguez-Rodríguez,{67003},{blakesito},Don-Jean Léandri-Breton,17,6151,{1415405},{don-jean},483
Anna Sheppard,{667830},{annacarolyn},Brian Popelier,17,1774,{279103},{popb25},2492
Pete Corradino,{288706},{peteacorr},Edwin Bridges,17,898,{1389244},{edwinbridges},1871
Hans Holbrook,{687658},{hholbrook},Timothy Reichard,17,3333,{17932},{treichard},6272
Matt Berger,{740297},{sheriff_woody_pct},alexb0000,17,6588,{741608},{alexb0000},3374
Daniel Levitis,{756324},{dlevitis},roomthily,17,1581,{442615},{roomthily},11733
Jonathan Eisen,{99304},{phylogenomics},aaronr,16,11376,{1151838},{aaronr},3233
James Bailey,{6971},{silversea_starsong},Yann Kemper,16,10404,{517807},{kemper},1793
Colton Johnstone,{482629},{rsety},Sean Blaney,16,888,{191483},{seanblaney},2421
maureenclare,{1161656},{maureenclare},Alex Wright,16,1059,{205278},{ajwright},4980
roamingthewoods,{696318},{roamingthewoods},Jeremy Hussell,16,1878,{367383},{jeremyhussell},2635
Eric M Powell,{64568},{ericpo1},Arturo Santos,16,4946,,,2047
John D Reynolds,{459348},{johndreynolds},Andrew Simon,16,14894,{37277},{chlorophilia},1668
Nick Belliveau,{608898},{nickbelliveau},Sean Blaney,16,2243,{191483},{seanblaney},2421
Jesse Rorabaugh,{52839},{glmory},James Bailey,16,2365,{6971},{silversea_starsong},8732
Morgan Hay,{451214},{honeymushroom},Chuck Sexton,16,1107,{27047},{gcwarbler},5744
Mathew Zappa,{188597},{gonodactylus},Dave Holland,16,1699,{1305207},{dave_holland},3306
Brenna Farrell,{521996},{brennafarrell},Joe MDO,16,5734,{349183},{joemdo},5052
Joshua Doby,{226045},{joshuadoby},j_appleget,16,1915,{472267},{j_appleget},3102
Diego Carús,{1268934},{diegocarau},Juan José Bonanno,16,5250,{472014},{jjbonannod},515
John Boldt,{931776},{johnhboldt},Jared Gorrell,16,4585,{395895},{wildlandblogger},12790
Jesse Rorabaugh,{52839},{glmory},dgrimmphd,16,2365,,,256
John C.,{1448882},{casseljs},Joshua Lincoln,16,4292,{20198},{joshualincoln},7925
FRANCISCO MIGUEL FARRIOLS ESTRADA,{42186},{pacof},Kyhl Austin,16,1985,{302562},{kyhlaustin},3218
Ben Machado,{87743},{bennypoo},Edwin Bridges,16,1220,{1389244},{edwinbridges},1871
Argyl Houser,{601946},{argyl},motmot,16,1480,{35076},{motmot},1624
Elia Guariento,{678997},{eliag},Lupoli Roland,16,607,{1530852},{lupoli_roland},5207
Ryan Cooke,{469469},{ryancooke},j_appleget,16,1804,{472267},{j_appleget},3102
James Bailey,{6971},{silversea_starsong},Edwin Bridges,16,10404,{1389244},{edwinbridges},1871
J. Allen Ratzlaff,{28545},{allenratzlaff},Alex Wright,16,660,{205278},{ajwright},4980
Peter Jessen,{1153865},{echocreek},alexb0000,16,2720,{741608},{alexb0000},3374
hikingsandiego,{228955},{hikingsandiego},Krissa Klein,16,7708,{17695},{graysquirrel},11732
Dennis White,{1206924},{yawwhite},Joshua Lincoln,16,646,{20198},{joshualincoln},7925
Samantha Heller,{1544269},{artemesia},Kory Roberts,16,1040,{22614},{kaptainkory},2581
Sara Rall,{35078},{srall},Adam Kranz,16,18482,{1673632},{megachile},3119
Eridan Xharahi,{363007},{eridanxharahi},Joshua Lincoln,16,827,{20198},{joshualincoln},7925
Jared Shorma,{491170},{blazeclaw},Andrew Meeds,16,3773,{917390},{ameeds},2448
Diego Barrales,{26158},{d_b},Greg Lasley,16,2899,{9706},{greglasley},9578
Damon Tighe,{3494},{damontighe},Krissa Klein,16,4825,{17695},{graysquirrel},11732
Rachel Allingham,{347600},{rachall},Fred Melgert / Carla Hoegen,16,725,{750774},{efmer},12294
Zoology123,{424633},{zoology123},Arturo Santos,16,5908,,,2047
Tyler Cannon,{1468879},{tylercannon},roomthily,16,858,{442615},{roomthily},11733
Shaun M. McCoshum,{105431},{shaunmichael},roomthily,16,2955,{442615},{roomthily},11733
Theo Rickert,{1518293},{theorickert},Joshua Lincoln,16,1611,{20198},{joshualincoln},7925
Shaun M. McCoshum,{105431},{shaunmichael},Michael Price,16,2955,,,2614
Sara Scharf,{2215788},{scharf},Jeremy Hussell,16,1257,{367383},{jeremyhussell},2635
Jared Shorma,{491170},{blazeclaw},Martin Reith,16,3773,{1401081},{mreith},1292
Zoology123,{424633},{zoology123},Jeremy Hussell,15,5908,{367383},{jeremyhussell},2635
Tom Palmer,{371538},{tpalmer},Arturo Santos,15,4158,,,2047
tca12345,{1346668},{tca12345},Gray Catanzaro,15,577,,,7198
Eric Koberle,{172086},{ekoberle},Fred Melgert / Carla Hoegen,15,4496,{750774},{efmer},12294
Jonathan Eisen,{99304},{phylogenomics},Eric,15,11376,,,505
Dave Holland,{1305207},{dave_holland},James Bailey,15,4166,{6971},{silversea_starsong},8732
Matt Haberkorn,{306074},{sonoranaturalist},roomthily,15,402,{442615},{roomthily},11733
Sara Scharf,{2215788},{scharf},edporopat,15,1257,{529327},{edporopat},1338
Cullen Hanks,{2281},{cullen},Wayne Fidler,15,810,{281081},{wayne_fidler},4663
John D Reynolds,{459348},{johndreynolds},Brian Starzomski,15,14894,{515751},{bstarzomski},10072
Jonathan Eisen,{99304},{phylogenomics},Joshua Lincoln,15,11376,{20198},{joshualincoln},7925
FRANCISCO MIGUEL FARRIOLS ESTRADA,{42186},{pacof},Francisco Farriols Sarabia,15,1985,,,1682
Luan Mai Sy,{1411552},{luanmaisy},CheongWeei Gan,15,363,{44170},{gancw1},3055
Jeff Skrentny,{257635},{skrentnyjeff},Erin Faulkner,15,3892,{19145},{elfaulkner},1954
Carlos Domínguez-Rodríguez,{67003},{blakesito},Jay S,15,6151,{614583},{jsulzmann},3067
Argyl Houser,{601946},{argyl},thedlund,15,1480,{317487},{thedlund},323
megnd,{461506},{megnd},roomthily,15,1802,{442615},{roomthily},11733
Owen Clarkin,{164015},{owenclarkin},Brian Popelier,15,5505,{279103},{popb25},2492
Jason,,,Lindsey Smith,15,911,{149431},{phototime},431
Garth Harwood,{2527},{garth_harwood},catchang,15,4571,{179103},{catchang},6583
Brittany,,,Reuven Martin,15,427,{42004},{reuvenm},5269
Brittany,,,Fred Melgert / Carla Hoegen,15,427,{750774},{efmer},12294
FRANCISCO MIGUEL FARRIOLS ESTRADA,{42186},{pacof},Greg Lasley,15,1985,{9706},{greglasley},9578
safechrislaurie,{1042916},{safechrislaurie},j_appleget,15,1019,{472267},{j_appleget},3102
Lauren Glevanik,{1653276},{lglevanik},Jim Johnson,15,3999,{24521},{jimjohnson},2771
Devin Moon,{685939},{moondevg},Kory Roberts,15,853,{22614},{kaptainkory},2581
ColinDJones,{18062},{colindjones},Sean Blaney,15,2650,{191483},{seanblaney},2421
Thorsten Usée,{740345},{tusee},Lupoli Roland,15,1006,{1530852},{lupoli_roland},5207
Andrew Meeds,{917390},{ameeds},Arturo Santos,15,1277,,,2047
kha,{257324},{kha},Kyhl Austin,15,559,{302562},{kyhlaustin},3218
James Bailey,{6971},{silversea_starsong},Kyhl Austin,15,10404,{302562},{kyhlaustin},3218
Jonathan (JC) Carpenter,{15723},{reallifeecology},Bridget McCall,15,1892,{574644},{brirosa},269
Ryan Cooke,{469469},{ryancooke},Alan R. Franck,15,1804,{1130299},{afranck},1945
BJ Stacey,{10285},{finatic},Jim Johnson,15,7429,{24521},{jimjohnson},2771
Joshua Doby,{226045},{joshuadoby},Alan R. Franck,15,1915,{1130299},{afranck},1945
Sequoia Janirella Wrens,{420537},{astrobirder},Adam Kranz,15,16472,{1673632},{megachile},3119
Jordan Broadhead,{228699},{jbroadhead},aaronr,15,2474,{1151838},{aaronr},3233
tmandalios,{1438640},{tmandalios},j_appleget,15,258,{472267},{j_appleget},3102
Sequoia Janirella Wrens,{420537},{astrobirder},Sandy Wolkenberg,15,16472,{572980},{sadawolk},7433
Shawn Taylor,{385784},{atlnature},Eli Dickerson,15,1941,{10967},{fernbankecologist},305
dgel,{1574271},{dgel},Lupoli Roland,15,316,{1530852},{lupoli_roland},5207
Sequoia Janirella Wrens,{420537},{astrobirder},Erik Danielsen,15,16472,{192963},{er1kksen},3062
Melissa Roberts,{38974},{melbobs},Krissa Klein,15,527,{17695},{graysquirrel},11732
Erika Mitchell,{12158},{erikamitchell},Timothy Reichard,15,11788,{17932},{treichard},6272
Joseph Connors,{529040},{jciv},Joshua Lincoln,15,2394,{20198},{joshualincoln},7925
Anthony Brais,{1064292},{syrherp},Wayne Fidler,15,865,{281081},{wayne_fidler},4663
Calli,,,aaronr,14,2445,{1151838},{aaronr},3233
Diego Barrales,{26158},{d_b},aaronr,14,2899,{1151838},{aaronr},3233
Carlos Domínguez-Rodríguez,{67003},{blakesito},Pedro Nájera Quezada,14,6151,{17401},{najera_tutor},7463
Goolsbygirl,{21217},{tweedledee},roomthily,14,3265,{442615},{roomthily},11733
Robby Deans,{18780},{hydaticus},bobbyfingers,14,5132,{769610},{bobbyfingers},6331
Andrew Meeds,{917390},{ameeds},Kyhl Austin,14,1277,{302562},{kyhlaustin},3218
Erin Faulkner,{19145},{elfaulkner},Jared Gorrell,14,1909,{395895},{wildlandblogger},12790
Ken Potter,{284003},{ken-potter},Adam Kranz,14,4095,{1673632},{megachile},3119
Eric M Powell,{64568},{ericpo1},bobbyfingers,14,4946,{769610},{bobbyfingers},6331
Jared Gorrell,{395895},{wildlandblogger},Joshua Lincoln,14,12077,{20198},{joshualincoln},7925
Sam Kieschnick,{22589},{sambiology},Dr. Alison Northup,14,11465,{438488},{alisonnorthup},4651
Ginny Moore,{147416},{teawren},Jeremy Hussell,14,1136,{367383},{jeremyhussell},2635
Joe,,,Kory Roberts,14,483,{22614},{kaptainkory},2581
petekleinhenz,{365249},{petekleinhenz},bobbyfingers,14,753,{769610},{bobbyfingers},6331
